           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    2.86100E-02    8.28813E-02    1.19648E-03    3.85000E+00    2.60000E-01    1.91406E-23    7.08487E-01    4.89269E-02    4.25092E-01    2.93561E-02
    2.86100E-02    5.72200E-02    3.43352E-02    5.76193E-04    4.55592E+00    3.80094E-01    2.04008E-23    1.89877E+00    1.61584E-01    1.13926E+00    9.69506E-02
    5.72200E-02    8.58300E-02    1.54314E-02    4.83273E-04    5.63446E+00    5.63579E-01    2.16611E-23    4.92096E+00    5.15775E-01    2.95258E+00    3.09465E-01
    8.58300E-02    1.14440E-01    9.78417E-03    4.15227E-04    6.28845E+00    6.86859E-01    2.23939E-23    8.37864E+00    9.81813E-01    5.02718E+00    5.89088E-01
    1.14440E-01    1.43050E-01    6.81835E-03    3.77211E-04    6.35619E+00    7.27001E-01    2.23984E-23    1.21502E+01    1.54373E+00    7.29013E+00    9.26239E-01
    1.43050E-01    1.71660E-01    5.39167E-03    3.43594E-04    6.42393E+00    7.67143E-01    2.24029E-23    1.55259E+01    2.10157E+00    9.31553E+00    1.26094E+00
    1.71660E-01    2.00270E-01    4.58158E-03    3.04204E-04    6.49167E+00    8.07285E-01    2.24074E-23    1.84600E+01    2.60236E+00    1.10760E+01    1.56141E+00
    2.00270E-01    2.28880E-01    3.66494E-03    2.91354E-04    6.48840E+00    8.35838E-01    2.23328E-23    2.31425E+01    3.50321E+00    1.38855E+01    2.10193E+00
    2.28880E-01    2.57490E-01    3.52112E-03    2.37203E-04    6.39258E+00    8.49287E-01    2.21551E-23    2.39225E+01    3.56346E+00    1.43535E+01    2.13807E+00
    2.57490E-01    2.86100E-01    2.58975E-03    2.49915E-04    6.29676E+00    8.62735E-01    2.19773E-23    3.22975E+01    5.41260E+00    1.93785E+01    3.24756E+00
    2.86100E-01    3.14710E-01    2.42871E-03    2.18473E-04    6.20094E+00    8.76184E-01    2.17995E-23    3.41915E+01    5.72717E+00    2.05149E+01    3.43630E+00
    3.14710E-01    3.43320E-01    1.99422E-03    2.06871E-04    6.10512E+00    8.89633E-01    2.16217E-23    4.13346E+01    7.39359E+00    2.48008E+01    4.43616E+00
    3.43320E-01    3.71930E-01    1.59783E-03    2.17396E-04    6.00930E+00    9.03081E-01    2.14440E-23    5.12002E+01    1.03794E+01    3.07201E+01    6.22761E+00
    3.71930E-01    4.00540E-01    1.12916E-03    2.57963E-04    5.91348E+00    9.16530E-01    2.12662E-23    7.18921E+01    1.98472E+01    4.31353E+01    1.19083E+01
    4.00540E-01    4.29150E-01    1.56359E-03    1.68279E-04    5.81766E+00    9.29978E-01    2.10884E-23    5.15068E+01    9.92576E+00    3.09041E+01    5.95546E+00
    4.29150E-01    4.57760E-01    8.10644E-04    2.39861E-04    5.72184E+00    9.43427E-01    2.09106E-23    9.85420E+01    3.33789E+01    5.91252E+01    2.00274E+01
    4.57760E-01    4.86370E-01    9.79669E-04    1.97004E-04    5.62602E+00    9.56875E-01    2.07329E-23    8.08622E+01    2.12969E+01    4.85173E+01    1.27782E+01
    4.86370E-01    5.14980E-01    9.77805E-04    1.78494E-04    5.53019E+00    9.70324E-01    2.05551E-23    8.03252E+01    2.03381E+01    4.81951E+01    1.22029E+01
    5.14980E-01    5.43590E-01    6.12570E-04    2.06329E-04    5.43437E+00    9.83772E-01    2.03773E-23    1.27095E+02    4.86001E+01    7.62573E+01    2.91600E+01
    5.43590E-01    5.72200E-01    7.42600E-04    1.85597E-04    5.33855E+00    9.97221E-01    2.01996E-23    1.03899E+02    3.24186E+01    6.23393E+01    1.94512E+01
    5.72200E-01    6.00810E-01    6.40743E-04    1.86469E-04    5.24273E+00    1.01067E+00    2.00218E-23    1.19304E+02    4.16463E+01    7.15823E+01    2.49878E+01
    6.00810E-01    6.29420E-01    7.19153E-04    1.68517E-04    5.14691E+00    1.02412E+00    1.98440E-23    1.05288E+02    3.23667E+01    6.31729E+01    1.94200E+01
    6.29420E-01    6.58030E-01    7.46822E-04    1.47429E-04    5.05109E+00    1.03757E+00    1.96662E-23    1.00399E+02    2.86032E+01    6.02395E+01    1.71619E+01
    6.58030E-01    6.86640E-01    7.07106E-04    1.34411E-04    4.95527E+00    1.05102E+00    1.94885E-23    1.04976E+02    2.98986E+01    6.29854E+01    1.79392E+01
