           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    5.36000E-03    3.53113E-03    1.97121E-04    7.23914E+00    8.36761E-01    2.59089E-23    2.30998E+01    2.96515E+00    1.38599E+01    1.77909E+00
    5.36000E-03    1.07100E-02    3.53552E-03    2.80535E-04    7.21366E+00    8.39592E-01    2.56996E-23    2.31771E+01    3.26481E+00    1.39063E+01    1.95889E+00
    1.07100E-02    1.60700E-02    3.51687E-03    3.37913E-04    7.18818E+00    8.42423E-01    2.54903E-23    2.34084E+01    3.54750E+00    1.40450E+01    2.12850E+00
    1.60700E-02    2.14200E-02    3.47676E-03    3.69261E-04    7.16270E+00    8.45255E-01    2.52810E-23    2.37898E+01    3.77697E+00    1.42739E+01    2.26618E+00
    2.14200E-02    2.67800E-02    3.41832E-03    3.71194E-04    7.13722E+00    8.48086E-01    2.50717E-23    2.43117E+01    3.91345E+00    1.45870E+01    2.34807E+00
    2.67800E-02    3.21300E-02    3.34528E-03    3.71796E-04    7.11174E+00    8.50917E-01    2.48624E-23    2.49622E+01    4.07644E+00    1.49773E+01    2.44586E+00
    3.21300E-02    3.74900E-02    3.26153E-03    3.94623E-04    7.08626E+00    8.53748E-01    2.46531E-23    2.57281E+01    4.39300E+00    1.54368E+01    2.63580E+00
    3.74900E-02    4.28400E-02    3.17073E-03    4.11543E-04    7.06078E+00    8.56579E-01    2.44438E-23    2.65955E+01    4.72501E+00    1.59573E+01    2.83501E+00
    4.28400E-02    4.82000E-02    3.07606E-03    4.08163E-04    7.03530E+00    8.59411E-01    2.42346E-23    2.75509E+01    4.96903E+00    1.65306E+01    2.98142E+00
    4.82000E-02    5.35500E-02    2.98019E-03    3.81985E-04    7.00982E+00    8.62242E-01    2.40253E-23    2.85811E+01    5.07738E+00    1.71486E+01    3.04643E+00
    5.35500E-02    5.89100E-02    2.88518E-03    3.73628E-04    6.98434E+00    8.65073E-01    2.38160E-23    2.96734E+01    5.31735E+00    1.78041E+01    3.19041E+00
    5.89100E-02    6.42600E-02    2.79257E-03    3.64196E-04    6.95886E+00    8.67904E-01    2.36067E-23    3.08165E+01    5.56092E+00    1.84899E+01    3.33655E+00
