           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    4.41000E-03    8.83000E-03    1.99744E-03    1.08760E-04    4.41532E+00    3.27064E-01    1.73558E-23    3.71816E+01    3.41825E+00    2.23089E+01    2.05095E+00
    8.83000E-03    1.32400E-02    1.98402E-03    1.27872E-04    4.40497E+00    3.24994E-01    1.74443E-23    3.71559E+01    3.64000E+00    2.22936E+01    2.18400E+00
    1.32400E-02    1.76500E-02    1.96707E-03    1.40469E-04    4.39463E+00    3.22926E-01    1.75326E-23    3.71997E+01    3.81166E+00    2.23198E+01    2.28700E+00
    1.76500E-02    2.20700E-02    1.94673E-03    1.41448E-04    4.38428E+00    3.20856E-01    1.76211E-23    3.73116E+01    3.84783E+00    2.23870E+01    2.30870E+00
    2.20700E-02    2.64800E-02    1.92327E-03    1.55974E-04    4.37393E+00    3.18786E-01    1.77095E-23    3.74894E+01    4.08770E+00    2.24936E+01    2.45262E+00
    2.64800E-02    3.08900E-02    1.89696E-03    1.73651E-04    4.36359E+00    3.16718E-01    1.77979E-23    3.77312E+01    4.40794E+00    2.26387E+01    2.64477E+00
    3.08900E-02    3.53100E-02    1.86809E-03    1.79578E-04    4.35324E+00    3.14648E-01    1.78864E-23    3.80344E+01    4.57443E+00    2.28206E+01    2.74466E+00
    3.53100E-02    3.97200E-02    1.83700E-03    1.82417E-04    4.34289E+00    3.12578E-01    1.79748E-23    3.83963E+01    4.70901E+00    2.30378E+01    2.82541E+00
    3.97200E-02    4.41400E-02    1.80399E-03    1.88432E-04    4.33254E+00    3.10508E-01    1.80633E-23    3.88146E+01    4.91689E+00    2.32888E+01    2.95013E+00
    4.41400E-02    4.85500E-02    1.76941E-03    1.99652E-04    4.32219E+00    3.08438E-01    1.81517E-23    3.92863E+01    5.24502E+00    2.35718E+01    3.14701E+00
    4.85500E-02    5.29600E-02    1.73355E-03    1.98594E-04    4.31185E+00    3.06371E-01    1.82401E-23    3.98092E+01    5.36648E+00    2.38856E+01    3.21989E+00
    5.29600E-02    5.73800E-02    1.69673E-03    1.97482E-04    4.30150E+00    3.04301E-01    1.83286E-23    4.03797E+01    5.49981E+00    2.42278E+01    3.29989E+00
    5.73800E-02    6.17900E-02    1.65922E-03    2.02601E-04    4.29115E+00    3.02231E-01    1.84170E-23    4.09953E+01    5.77881E+00    2.45972E+01    3.46728E+00
