           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    2.86100E-02    2.71865E-02    1.00488E-03    3.47738E+00    1.96608E-01    1.91406E-23    1.95086E+00    1.31779E-01    1.17052E+00    7.90676E-02
    2.86100E-02    5.72200E-02    1.12625E-02    1.79017E-03    4.55592E+00    3.80094E-01    2.04008E-23    5.78864E+00    1.03914E+00    3.47318E+00    6.23485E-01
    5.72200E-02    8.58300E-02    5.06176E-03    8.49377E-04    5.63446E+00    5.63579E-01    2.16611E-23    1.50022E+01    2.93071E+00    9.00130E+00    1.75842E+00
    8.58300E-02    1.14440E-01    3.20937E-03    7.84218E-04    6.28845E+00    6.86859E-01    2.23939E-23    2.55433E+01    6.83677E+00    1.53260E+01    4.10206E+00
    1.14440E-01    1.43050E-01    2.23653E-03    1.01538E-03    6.35619E+00    7.27001E-01    2.23984E-23    3.70415E+01    1.73422E+01    2.22249E+01    1.04053E+01
    1.43050E-01    1.71660E-01    1.76856E-03    4.76162E-04    6.42393E+00    7.67143E-01    2.24029E-23    4.73325E+01    1.39410E+01    2.83995E+01    8.36459E+00
    1.71660E-01    2.00270E-01    1.50283E-03    1.08823E-03    6.49167E+00    8.07285E-01    2.24074E-23    5.62779E+01    4.13485E+01    3.37667E+01    2.48091E+01
    2.00270E-01    2.28880E-01    1.20216E-03    4.93388E-04    6.48840E+00    8.35838E-01    2.23328E-23    7.05530E+01    3.03491E+01    4.23318E+01    1.82094E+01
    2.28880E-01    2.57490E-01    1.15498E-03    6.50076E-04    6.39258E+00    8.49287E-01    2.21551E-23    7.29310E+01    4.21770E+01    4.37586E+01    2.53062E+01
    2.57490E-01    2.86100E-01    8.49480E-04    6.11106E-04    6.29676E+00    8.62735E-01    2.19773E-23    9.84631E+01    7.21065E+01    5.90779E+01    4.32639E+01
    2.86100E-01    3.14710E-01    7.96657E-04    3.80832E-04    6.20094E+00    8.76184E-01    2.17995E-23    1.04237E+02    5.19605E+01    6.25423E+01    3.11763E+01
