           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    3.17300E-02    6.09401E-03    2.91341E-03    9.49795E+00    1.30853E+00    2.61812E-23    1.73788E+01    8.64652E+00    1.04273E+01    5.18791E+00
    3.17300E-02    6.34600E-02    6.39061E-03    1.72935E-03    9.40858E+00    1.31067E+00    2.60185E-23    1.65190E+01    5.02771E+00    9.91137E+00    3.01662E+00
    6.34600E-02    9.51900E-02    5.83780E-03    1.15239E-03    9.31921E+00    1.31282E+00    2.58558E-23    1.80242E+01    4.37109E+00    1.08145E+01    2.62265E+00
    9.51900E-02    1.26930E-01    5.42201E-03    8.37452E-04    9.22982E+00    1.31496E+00    2.56930E-23    1.93420E+01    4.06428E+00    1.16052E+01    2.43857E+00
    1.26930E-01    1.58660E-01    4.60484E-03    7.17644E-04    9.14044E+00    1.31711E+00    2.55303E-23    2.26976E+01    4.81766E+00    1.36186E+01    2.89060E+00
    1.58660E-01    1.90390E-01    4.32231E-03    5.86326E-04    9.05107E+00    1.31925E+00    2.53676E-23    2.40984E+01    4.79832E+00    1.44591E+01    2.87899E+00
    1.90390E-01    2.22120E-01    3.93049E-03    5.22909E-04    8.96170E+00    1.32140E+00    2.52049E-23    2.64085E+01    5.24464E+00    1.58451E+01    3.14679E+00
    2.22120E-01    2.53850E-01    3.39355E-03    4.81966E-04    8.87233E+00    1.32354E+00    2.50421E-23    3.04787E+01    6.27775E+00    1.82872E+01    3.76665E+00
    2.53850E-01    2.85580E-01    3.22816E-03    4.05407E-04    8.78296E+00    1.32569E+00    2.48794E-23    3.19249E+01    6.26850E+00    1.91549E+01    3.76110E+00
    2.85580E-01    3.17310E-01    2.58942E-03    4.38412E-04    8.69359E+00    1.32783E+00    2.47167E-23    3.96543E+01    9.04206E+00    2.37926E+01    5.42524E+00
    3.17310E-01    3.49040E-01    2.53773E-03    3.73908E-04    8.60423E+00    1.32998E+00    2.45540E-23    4.03114E+01    8.60832E+00    2.41869E+01    5.16500E+00
    3.49040E-01    3.80780E-01    2.23912E-03    3.80078E-04    8.51484E+00    1.33212E+00    2.43912E-23    4.55145E+01    1.05067E+01    2.73087E+01    6.30404E+00
    3.80780E-01    4.12510E-01    2.30220E-03    3.14538E-04    8.42546E+00    1.33427E+00    2.42285E-23    4.40969E+01    9.22298E+00    2.64581E+01    5.53379E+00
    4.12510E-01    4.44240E-01    2.16659E-03    2.93090E-04    8.33609E+00    1.33641E+00    2.40657E-23    4.66735E+01    9.79045E+00    2.80041E+01    5.87427E+00
    4.44240E-01    4.75970E-01    2.03301E-03    2.67426E-04    8.24672E+00    1.33856E+00    2.39030E-23    4.95419E+01    1.03505E+01    2.97251E+01    6.21029E+00
    4.75970E-01    5.07700E-01    1.76527E-03    2.64603E-04    8.15735E+00    1.34070E+00    2.37403E-23    5.68245E+01    1.26402E+01    3.40947E+01    7.58412E+00
    5.07700E-01    5.39430E-01    1.56480E-03    2.51535E-04    8.06798E+00    1.34285E+00    2.35776E-23    6.38397E+01    1.47720E+01    3.83038E+01    8.86317E+00
    5.39430E-01    5.71160E-01    1.29889E-03    2.62302E-04    7.97861E+00    1.34499E+00    2.34148E-23    7.65856E+01    2.01463E+01    4.59514E+01    1.20878E+01
    5.71160E-01    6.02890E-01    1.23235E-03    2.53807E-04    7.88924E+00    1.34714E+00    2.32521E-23    8.03752E+01    2.15031E+01    4.82251E+01    1.29019E+01
    6.02890E-01    6.34630E-01    1.08222E-03    2.56700E-04    7.79986E+00    1.34928E+00    2.30894E-23    9.11261E+01    2.67525E+01    5.46757E+01    1.60515E+01
    6.34630E-01    6.66360E-01    1.10962E-03    2.25651E-04    7.71099E+00    1.38832E+00    2.29222E-23    8.85040E+01    2.40383E+01    5.31024E+01    1.44230E+01
    6.66360E-01    6.98090E-01    9.13205E-04    2.32834E-04    7.62238E+00    1.44584E+00    2.27529E-23    1.07095E+02    3.40331E+01    6.42572E+01    2.04199E+01
    6.98090E-01    7.29820E-01    8.58159E-04    2.25153E-04    7.53378E+00    1.50337E+00    2.25835E-23    1.13485E+02    3.74082E+01    6.80909E+01    2.24449E+01
    7.29820E-01    7.61550E-01    6.51604E-04    2.31288E-04    7.44518E+00    1.56090E+00    2.24141E-23    1.48817E+02    6.13489E+01    8.92902E+01    3.68094E+01
    7.61550E-01    7.93280E-01    7.54467E-04    2.16092E-04    7.35657E+00    1.61843E+00    2.22448E-23    1.27965E+02    4.62153E+01    7.67789E+01    2.77292E+01
    7.93280E-01    8.25010E-01    7.46517E-04    2.06879E-04    7.26797E+00    1.67596E+00    2.20754E-23    1.28750E+02    4.64167E+01    7.72501E+01    2.78500E+01
    8.25010E-01    8.56740E-01    7.87961E-04    1.84005E-04    7.17937E+00    1.73349E+00    2.19061E-23    1.21423E+02    4.07865E+01    7.28537E+01    2.44719E+01
    8.56740E-01    8.88480E-01    5.78367E-04    1.94300E-04    7.09075E+00    1.79103E+00    2.17367E-23    1.64656E+02    6.92066E+01    9.87938E+01    4.15239E+01
    8.88480E-01    9.20210E-01    5.68307E-04    1.89974E-04    7.00213E+00    1.84857E+00    2.15673E-23    1.66776E+02    7.10397E+01    1.00066E+02    4.26238E+01
    9.20210E-01    9.51940E-01    5.31082E-04    1.86150E-04    6.91353E+00    1.90610E+00    2.13980E-23    1.77603E+02    7.92019E+01    1.06562E+02    4.75211E+01
    9.51940E-01    9.83670E-01    4.77087E-04    1.75937E-04    6.82493E+00    1.96363E+00    2.12286E-23    1.96726E+02    9.20151E+01    1.18036E+02    5.52091E+01
    9.83670E-01    1.01540E+00    4.50189E-04    1.69212E-04    6.73632E+00    2.02116E+00    2.10593E-23    2.07429E+02    9.97600E+01    1.24457E+02    5.98560E+01
    1.01540E+00    1.04713E+00    3.12916E-04    1.64258E-04    6.64772E+00    2.07869E+00    2.08899E-23    2.96888E+02    1.81399E+02    1.78133E+02    1.08839E+02
    1.04713E+00    1.07886E+00    4.97822E-04    1.66865E-04    6.55912E+00    2.13621E+00    2.07205E-23    1.85632E+02    8.67568E+01    1.11379E+02    5.20541E+01
    1.07886E+00    1.11059E+00    4.24443E-04    1.65601E-04    6.47051E+00    2.19374E+00    2.05512E-23    2.16554E+02    1.11934E+02    1.29932E+02    6.71602E+01
    1.11059E+00    1.14233E+00    5.28739E-04    1.50610E-04    6.38189E+00    2.25128E+00    2.03818E-23    1.72882E+02    7.83858E+01    1.03729E+02    4.70315E+01
    1.14233E+00    1.17406E+00    3.68075E-04    1.55155E-04    6.29328E+00    2.30882E+00    2.02124E-23    2.46948E+02    1.38000E+02    1.48169E+02    8.28001E+01
    1.17406E+00    1.20579E+00    4.67469E-04    1.44922E-04    6.20467E+00    2.36635E+00    2.00431E-23    1.93324E+02    9.50164E+01    1.15994E+02    5.70098E+01
    1.20579E+00    1.23752E+00    4.44950E-04    1.43334E-04    6.11607E+00    2.42388E+00    1.98737E-23    2.01914E+02    1.03121E+02    1.21148E+02    6.18728E+01
    1.23752E+00    1.26925E+00    4.78586E-04    1.27810E-04    6.02747E+00    2.48141E+00    1.97044E-23    1.86593E+02    9.15644E+01    1.11956E+02    5.49387E+01
    1.26925E+00    1.30098E+00    3.28071E-04    7.68735E-05    5.93886E+00    2.53894E+00    1.95350E-23    2.70524E+02    1.31885E+02    1.62314E+02    7.91309E+01
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
