           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    1.64000E-03    3.65695E-02    1.21965E-03    1.54000E+00    6.00001E-02    2.12554E-23    5.78384E-01    2.96632E-02    3.47030E-01    1.77979E-02
    1.64000E-03    3.29000E-03    3.08761E-02    5.56218E-04    1.55206E+00    6.10961E-02    2.16268E-23    6.78542E-01    2.93747E-02    4.07125E-01    1.76248E-02
    3.29000E-03    4.93000E-03    2.75175E-02    3.77733E-04    1.60682E+00    6.60742E-02    2.19981E-23    7.74916E-01    3.35941E-02    4.64950E-01    2.01565E-02
    4.93000E-03    6.57000E-03    2.23136E-02    3.30115E-04    1.68993E+00    8.14094E-02    2.24775E-23    9.83636E-01    4.95691E-02    5.90182E-01    2.97414E-02
    6.57000E-03    8.21000E-03    1.74969E-02    2.95907E-04    1.88101E+00    1.36003E-01    2.33701E-23    1.34293E+00    9.97184E-02    8.05755E-01    5.98310E-02
    8.21000E-03    9.86000E-03    1.31221E-02    3.04168E-04    2.06248E+00    1.75477E-01    2.44596E-23    1.87594E+00    1.65424E-01    1.12557E+00    9.92542E-02
    9.86000E-03    1.15000E-02    1.08976E-02    2.72407E-04    2.18627E+00    1.96275E-01    2.50071E-23    2.34204E+00    2.18257E-01    1.40522E+00    1.30954E-01
    1.15000E-02    1.31400E-02    1.07742E-02    2.48191E-04    2.17317E+00    1.83172E-01    2.40192E-23    2.45151E+00    2.14211E-01    1.47091E+00    1.28527E-01
    1.31400E-02    1.47900E-02    9.76014E-03    2.55542E-04    2.18496E+00    2.59760E-01    2.22760E-23    2.93381E+00    3.57147E-01    1.76029E+00    2.14288E-01
    1.47900E-02    1.64300E-02    9.01092E-03    2.44069E-04    2.22269E+00    3.72421E-01    2.07627E-23    3.46825E+00    5.88663E-01    2.08095E+00    3.53198E-01
    1.64300E-02    1.80700E-02    8.47138E-03    2.34561E-04    2.31823E+00    5.08904E-01    2.07613E-23    3.84797E+00    8.51408E-01    2.30878E+00    5.10845E-01
    1.80700E-02    1.97100E-02    7.77139E-03    2.31767E-04    2.43105E+00    6.46230E-01    2.02946E-23    4.49986E+00    1.20367E+00    2.69992E+00    7.22203E-01
    1.97100E-02    2.13600E-02    7.07193E-03    2.23933E-04    2.50533E+00    6.83180E-01    1.97204E-23    5.24440E+00    1.43971E+00    3.14664E+00    8.63825E-01
    2.13600E-02    2.30000E-02    6.71322E-03    2.31398E-04    2.44619E+00    4.13763E-01    1.92420E-23    5.52832E+00    9.54310E-01    3.31699E+00    5.72586E-01
    2.30000E-02    2.46400E-02    6.44617E-03    2.44632E-04    2.37060E+00    2.25440E-01    1.87873E-23    5.71447E+00    5.85111E-01    3.42868E+00    3.51066E-01
    2.46400E-02    2.62800E-02    6.03668E-03    2.61899E-04    2.29071E+00    7.00890E-02    1.83514E-23    6.03650E+00    3.20470E-01    3.62190E+00    1.92282E-01
    2.62800E-02    2.79300E-02    5.72467E-03    2.62408E-04    2.33603E+00    7.57539E-02    1.85707E-23    6.41481E+00    3.60187E-01    3.84889E+00    2.16112E-01
    2.79300E-02    2.95700E-02    5.45913E-03    2.49308E-04    2.36506E+00    8.16458E-02    1.85000E-23    6.83646E+00    3.91372E-01    4.10187E+00    2.34823E-01
    2.95700E-02    3.12100E-02    5.35403E-03    2.48850E-04    2.34541E+00    8.81970E-02    1.75645E-23    7.28091E+00    4.35297E-01    4.36855E+00    2.61178E-01
    3.12100E-02    3.28600E-02    5.24735E-03    2.41737E-04    2.38257E+00    8.57429E-02    1.74935E-23    7.57728E+00    4.42957E-01    4.54637E+00    2.65774E-01
    3.28600E-02    3.45000E-02    5.09939E-03    2.33808E-04    2.43940E+00    8.01199E-02    1.77428E-23    7.87094E+00    4.43922E-01    4.72256E+00    2.66353E-01
    3.45000E-02    3.61400E-02    4.99505E-03    2.15687E-04    2.41116E+00    8.57675E-02    1.76383E-23    7.98938E+00    4.46965E-01    4.79363E+00    2.68179E-01
    3.61400E-02    3.77800E-02    4.71384E-03    2.06694E-04    2.39929E+00    8.99999E-02    1.75389E-23    8.47205E+00    4.88871E-01    5.08323E+00    2.93323E-01
    3.77800E-02    3.94300E-02    4.44762E-03    2.04996E-04    2.43649E+00    8.99999E-02    1.74546E-23    9.16240E+00    5.41190E-01    5.49744E+00    3.24714E-01
    3.94300E-02    4.10700E-02    4.16042E-03    2.03316E-04    2.47368E+00    8.99999E-02    1.73703E-23    9.99269E+00    6.08809E-01    5.99561E+00    3.65285E-01
    4.10700E-02    4.27100E-02    3.92453E-03    2.09187E-04    2.50889E+00    8.99417E-02    1.72839E-23    1.07978E+01    6.93612E-01    6.47869E+00    4.16167E-01
    4.27100E-02    4.43600E-02    3.89658E-03    1.99440E-04    2.45508E+00    8.71093E-02    1.70854E-23    1.07657E+01    6.70473E-01    6.45940E+00    4.02284E-01
    4.43600E-02    4.60000E-02    3.75800E-03    1.96961E-04    2.40126E+00    8.42769E-02    1.68868E-23    1.10463E+01    6.96771E-01    6.62781E+00    4.18063E-01
    4.60000E-02    4.76400E-02    3.64512E-03    1.95420E-04    2.34761E+00    8.14531E-02    1.66889E-23    1.12660E+01    7.19440E-01    6.75962E+00    4.31664E-01
    4.76400E-02    4.92800E-02    3.49067E-03    1.91526E-04    2.36259E+00    8.56782E-02    1.67525E-23    1.17946E+01    7.75722E-01    7.07674E+00    4.65433E-01
    4.92800E-02    5.09300E-02    3.32851E-03    1.93176E-04    2.45059E+00    9.74126E-02    1.70946E-23    1.25732E+01    8.84460E-01    7.54393E+00    5.30676E-01
    5.09300E-02    5.25700E-02    3.26105E-03    1.85916E-04    2.47000E+00    9.55844E-02    1.70517E-23    1.29675E+01    8.93517E-01    7.78050E+00    5.36110E-01
    5.25700E-02    5.42100E-02    3.25243E-03    1.82088E-04    2.47000E+00    9.01264E-02    1.69007E-23    1.31180E+01    8.76625E-01    7.87079E+00    5.25975E-01
    5.42100E-02    5.58600E-02    3.32389E-03    1.72656E-04    2.47000E+00    1.01456E-01    1.67874E-23    1.29226E+01    8.55759E-01    7.75355E+00    5.13456E-01
    5.58600E-02    5.75000E-02    3.31114E-03    1.64647E-04    2.46856E+00    1.08557E-01    1.67098E-23    1.30250E+01    8.64618E-01    7.81501E+00    5.18771E-01
    5.75000E-02    5.91400E-02    3.23661E-03    1.62104E-04    2.46271E+00    1.02708E-01    1.67414E-23    1.32683E+01    8.64762E-01    7.96097E+00    5.18857E-01
