#Cluster                Obsid             RA            Dec      Sep    Maj    Min  Theta       Flux      Flerr    Found        z   type  notes
# ---                     ---    hh:mm:ss.ss     hh:mm:ss.s        "      "      "   deg.        mJy        mJy      ---      ---    ---    ---
MACS_J2228+2036          3285    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.4120     na     na
MACS_J2229.7-2755        3286    22:29:45.42    -27:55:34.7    3.760   35.0   28.7    0.0       7.30       0.50        F   0.3240     na     na
MACS_J2243.3-0935        3260    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.1010     na     na
MACS_J2245.0+2637        3287     22:45:4.72     +26:38:4.0    1.060   45.8   34.5    0.0       5.80       0.50        F   0.3040     na     na
MKW3S                     900    15:21:52.27    +07:42:46.6   15.500   41.8   24.7  -80.2      11.30       1.00        F   0.0450     na     na
MKW_04                   3234    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0198     na     na
MS_0016.9+1609            520    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.5410     na     na
MS_0735.6+7421           4197    07:41:44.08    +74:14:36.5    1.850   43.1   24.7   23.3      21.10       1.40        F   0.2160     na     na
MS_0839.8+2938           2224    08:42:55.96    +29:27:27.6    0.670   19.4   16.7    0.0      24.70       0.80        F   0.1940     na     na
MS_0906.5+1110            924    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.1630     na     na
MS_1006.0+1202            925    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.2210     na     na
MS_1008.1-1224            926    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.3010     na     na
MS_1455.0+2232           4192    14:57:15.18    +22:20:36.0    3.780   29.5   23.4  -10.4      16.50       1.30        F   0.2590     na     na
MS_2137.3-2353           4974    21:40:14.99    -23:39:39.5    2.800   75.9   44.1    0.0       3.80       0.50        F   0.3130     na     na
MS_J1157.3+5531          4964    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0810     na     na
OPHIUCHUS                3200    17:12:27.71    -23:22:11.7    5.010   20.9   17.8    0.0      28.80       1.00        F   0.0280     na     na
PKS_0745-191             2427    07:47:31.35    -19:17:39.7    1.220   14.6   19.8   71.5    2372.00      83.70        F   0.1028     na     na
PKS_0745-191              508    07:47:31.35    -19:17:39.7    1.480   14.6   19.8   71.5    2372.00      83.70        F   0.1028     na     na
PKS_0745-191             6103    07:47:31.35    -19:17:39.7    1.710   14.6   19.8   71.5    2372.00      83.70        F   0.1028     na     na
RBS_0461                 4182    03:41:17.59    +15:23:44.3   10.500   21.2   24.5   58.1      20.00       1.00        F   0.0290     na     na
RBS_0533                 3186    04:19:37.96    +02:24:35.7    2.220   90.2   37.5   78.6      16.60       1.60        F   0.0123     na     na
RBS_0533                 3187    04:19:37.96    +02:24:35.7    2.690   90.2   37.5   78.6      16.60       1.60        F   0.0123     na     na
RBS_0533                 5800    04:19:37.96    +02:24:35.7    2.590   90.2   37.5   78.6      16.60       1.60        F   0.0123     na     na
RBS_0533                 5801    04:19:37.96    +02:24:35.7    2.310   90.2   37.5   78.6      16.60       1.60        F   0.0123     na     na
RBS_0797                 2202    09:47:12.93    +76:23:12.8    1.150   22.8   22.6    0.0      21.70       0.80        F   0.3540     na     na
RX_J0232.2-4420          4993    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0    -444.00    -555.00       OA   0.2836     na     na
RX_J0439.0+0715          1449    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.2300     na     na
RX_J0439.0+0715          3583    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.2300     na     na
RX_J0528.9-3927          4994    05:28:53.13    -39:28:15.9    1.080   87.7   65.8    0.0       4.70       0.60        F   0.2632     na     na
RX_J0647.7+7015          3196    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.5840     na     na
RX_J0647.7+7015          3584    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.5840     na     na
RX_J1347.5-1145          3592    13:47:30.67     -11:45:8.6    1.840   21.4   20.1    0.0      45.90       1.50        F   0.4510     na     na
RX_J1347.5-1145           507    13:47:30.67     -11:45:8.6    1.980   21.4   20.1    0.0      45.90       1.50        F   0.4510     na     na
RX_J1423.8+2404          1657    14:23:47.86    +24:04:39.9    1.480   58.2   41.0  -21.7       8.00       1.10        F   0.5450     na     na
RX_J1423.8+2404          4195    14:23:47.86    +24:04:39.9    1.510   58.2   41.0  -21.7       8.00       1.10        F   0.5450     na     na
RX_J1504.1-0248          5793     15:04:7.55    -02:48:16.3    2.130   19.1   15.0  -46.2      60.50       2.50        F   0.2150     na     na
RX_J1532.9+3021          1649    15:32:53.77    +30:20:59.8    1.140   22.1   17.1    0.0      22.80       0.80        F   0.3450     na     na
RX_J1532.9+3021          1665    15:32:53.77    +30:20:59.8    1.650   22.1   17.1    0.0      22.80       0.80        F   0.3450     na     na
RX_J1720.1+2638          4361    17:20:10.01    +26:37:31.7    2.750   33.4   28.9   59.9      87.70       3.30        F   0.1640     na     na
RX_J1720.2+3536          3280    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.3913     na     na
RX_J1720.2+3536          6107    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.3913     na     na
RX_J1720.2+3536          7225    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.3913     na     na
RX_J2129.6+0005           552    21:29:40.00    +00:05:22.9    4.120   18.4   17.9   -1.3      25.40       1.20        F   0.2350     na     na
S0463                    6956    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0    -444.00    -555.00       OA   0.0986     na     na
S0463                    7250    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0    -444.00    -555.00       OA   0.0986     na     na
SC_1327-312              4165    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0531     na     na
SDSS_J198.070267-00.984433 4990  00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0843     na     na
SERSIC_159-03            1668    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0    -444.00    -555.00       OA   0.0580     na     na
SS2B153                  3243    10:50:26.07    -12:50:39.8    2.150   48.7   31.9  -21.8      31.90       1.80        F   0.0186     na     na
ZWCL_1215                4184    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0750     na     na
ZWCL_1953                1659    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.3800     na     na
ZWCL_3146                 909    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.2900     na     na
ZWCL_7160                 543    14:57:15.18    +22:20:36.0    2.210   29.5   23.4  -10.4      16.50       1.30        F   0.2578     na     na
ZWICKY_2701              3195    09:52:49.05     +51:53:6.0    1.400   28.2   20.9    0.0      14.50       0.60        F   0.2100     na     na
3C_129                   2218     04:50:5.94     +45:03:4.7    7.420  121.4   17.1   61.1    2499.60      19.20        F   0.0223     na     na
3C_129                   2219     04:50:5.94     +45:03:4.7    7.370  121.4   17.1   61.1    2499.60      19.20        F   0.0223     na     na
ABELL_0400               4181    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0240     na     na
ABELL_0426               3209    03:19:48.16    +41:30:42.1    1.430   16.3   15.5    0.0   22829.20     684.90        F   0.0179     na     na
ABELL_0426               4289    03:19:48.16    +41:30:42.1    0.990   16.3   15.5    0.0   22829.20     684.90        F   0.0179     na     na
ABELL_0539               5808    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0288     na     na
ABELL_0539               7209    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0288     na     na
ABELL_0562               6936    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.1100     na     na
ABELL_0744               6947    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0729     na     na
ABELL_3395               4944    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0    -444.00    -555.00       OA   0.0510     na     na
ABELL_3581               1650    14:07:29.83     -27:01:4.2    1.810   14.3   18.2   73.8     645.50      22.80        F   0.0218     na     na
HCG_0062                  921     12:53:5.65    -09:12:21.1    5.650   72.2   38.1    0.0       4.90       0.50        F   0.0146     na     na
HCG_42                   3215    10:00:14.75    -19:38:11.9    7.360   62.7   55.9    0.0       2.50       0.50        F   0.0133     na     na
RX_J1022.1+3830          6942    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0491     na     na
SC_1327-312              4165    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0531     na     na
SS2B153                  3243    10:50:26.07    -12:50:39.8    2.150   48.7   31.9  -21.8      31.90       1.80        F   0.0186     na     na
UGC_03957                8265    07:40:58.20    +55:25:38.0    1.180   17.4   14.7  -16.1      52.60       2.00        F   0.0341     na     na
ZwCl_0857.9+2107         7897    09:00:36.77    +20:53:41.2    1.230   38.3   27.0    0.0       9.00       0.50        F   0.2350     na     na
ABELL_0193               6931     01:25:7.87    +08:41:59.2    3.770   22.2   17.5   75.2      32.40       1.60        F   0.0485     na     na
ABELL_1240               4961    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.1590     na     na
ABELL_1569               6100    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0735     na     na
RX_J1000.4+4409          9421    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.1540     na     na
ZWCL_1742                8267    17:44:14.46    +32:59:29.8    0.660   15.3   19.3   34.3      91.20       3.30        F   0.0757     na     na
ABELL_0160               3219    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0447     na     na
ABELL_1446               4975    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.1035     na     na
ABELL_2813               9409    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.2924     na     na
ABELL_3074               6950    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0    -444.00    -555.00       OA   0.0730     na     na
ABELL_3074               7374    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0    -444.00    -555.00       OA   0.0730     na     na
ABELL_3120               6951    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0    -444.00    -555.00       OA   0.0690     na     na
M87                      5826    12:30:49.46    +12:23:21.6    7.150   48.4   18.7  -63.2  169487.00    4858.70        F   0.0044     na     na
M87                      5827    12:30:49.46    +12:23:21.6    6.930   48.4   18.7  -63.2  169487.00    4858.70        F   0.0044     na     na
MS_0116.3-0115           4963    01:18:53.84    -01:00:10.4    3.260   47.0   42.8    0.0       4.00       0.50        F   0.0452     na     na
RX_J1130.0+3637          6945    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0600     na     na
RX_J1206.6+2811          6939    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0282     na     na
RX_J1320.2+3308          6941    13:20:14.86    +33:08:37.3    4.960   19.1   17.2    0.0      82.90       2.50        F   0.0366     na     na
RX_J1852.1+5711          5749     18:52:8.34    +57:11:42.8    3.840   22.2   21.4   61.0      50.90       1.90        F   0.1094     na     na
ABELL_0068               3250    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.2546     na     na
ABELL_0521                430    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.2533     na     na
ABELL_1361               2200    11:43:39.63    +46:21:20.7    0.340   19.4   18.6    0.0     863.20      25.90        F   0.1171     na     na
ABELL_2124               3238    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0658     na     na
ABELL_2554               1696    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.1103     na     na
AC_114                   1562    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.3120     na     na
MS_0440.5+0204           4196    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.1900     na     na
MS_1054.5-0321            512    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.8300     na     na
MS_1621.5+2640            546    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.4260     na     na
RX_J0439+0520             527     04:39:2.19    +05:20:41.5    1.600   28.0   16.8   30.0      81.50       2.90        F   0.2080     na     na
RX_J0819.6+6336          2199    08:19:25.81    +63:37:26.4    1.350   18.5   19.1  -61.2      34.40       1.40        F   0.1190     na     na
ZWCL_1358+6245            516    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.3280     na     na
ZWCL_5247                 539    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.2290     na     na
ABELL_3084               9413    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0977     na     na
ABELL_3088               9414    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.2534     na     na
ABELL_3528S              8268    12:54:40.90    -29:13:43.5    5.440   24.9   14.7  -49.6    1052.70      40.20        F   0.0530     na     na
ABELL_3822               8269    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0    -444.00    -555.00       OA   0.0759     na     na
ABELL_S0405              8272    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0    -444.00    -555.00       OA   0.0613     na     na
ABELL_0368               9412    02:37:27.90    -26:30:25.0    5.300   53.1   35.3    0.0       5.20       0.50        F   0.2200     na     na
ABELL_2462               4159    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0737     na     na
RX_J0220.9-3829          9411    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.2287     na     na
ABELL_1995               7021    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.3186     na     na
ABELL_2147               3211    16:02:17.22    +15:58:38.1   10.200   52.0   21.5   23.0      16.10       1.10        F   0.0356     na     na
ABELL_2589               3210    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0415     na     na
ABELL_S0592              9420    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0    -444.00    -555.00       OA   0.2216     na     na
M49                       321    12:29:46.60     +08:00:2.9    3.700   49.5   19.4   81.3     219.90       7.80        F   0.0033     na     na
MKW_08                   4942    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0270     na     na
NGC_0507                 2882    01:23:37.99    +33:15:34.0   26.900   45.5   30.3  -44.9      61.70       2.50        F   0.0164     na     na
NGC_4636                 3926    12:42:53.16     +02:43:6.9  122.000  126.0   92.1    0.0       3.00       0.60        F   0.0031     na     na
NGC_4636                 4415    12:42:53.16     +02:43:6.9  121.000  126.0   92.1    0.0       3.00       0.60        F   0.0031     na     na
NGC_5044                 3225    13:15:23.99     -16:23:7.6    0.590   21.8   15.5    0.0      34.70       1.10        F   0.0090     na     na
NGC_5044                 3664    13:15:23.99     -16:23:7.6    0.320   21.8   15.5    0.0      34.70       1.10        F   0.0090     na     na
NGC_5813                 5907    15:01:10.98     +01:42:6.9    4.190   29.4   26.2   27.9      14.80       1.00        F   0.0066     na     na
NGC_5846                  788    15:06:29.32    +01:36:19.0    1.230   23.5   20.7   89.8      21.00       1.30        F   0.0057     na     na
M49                       321    12:29:46.60     +08:00:2.9    3.700   49.5   19.4   81.3     219.90       7.80        F   0.0033     na     na
MKW_08                   4942    00:00:00.00     00:00:00.0    0.000    0.0    0.0    0.0       2.50       0.25       NF   0.0270     na     na
NGC_0507                 2882    01:23:37.99    +33:15:34.0   26.900   45.5   30.3  -44.9      61.70       2.50        F   0.0164     na     na
NGC_4636                 3926    12:42:50.33    +02:41:18.7    7.660   18.0   14.3   50.3      77.80       2.80        F   0.0031     na     na
NGC_4636                 4415    12:42:50.33    +02:41:18.7    7.210   18.0   14.3   50.3      77.80       2.80        F   0.0031     na     na
NGC_5044                 3225    13:15:23.99     -16:23:7.6    0.590   21.8   15.5    0.0      34.70       1.10        F   0.0090     na     na
NGC_5044                 3664    13:15:23.99     -16:23:7.6    0.320   21.8   15.5    0.0      34.70       1.10        F   0.0090     na     na
NGC_5813                 5907    15:01:10.98     +01:42:6.9    4.190   29.4   26.2   27.9      14.80       1.00        F   0.0066     na     na
NGC_5846                  788    15:06:29.32    +01:36:19.0    1.230   23.5   20.7   89.8      21.00       1.30        F   0.0057     na     na
ABELL_3364               9419    05:47:37.78    -31:52:23.8    1.130   30.1   22.8   19.5      15.20       1.00        F   0.1483     na     na
