# Model: wabs(mekal) for annuli spectra; Fit Range = 0.7 - 7.0; Count Rates = 0.7 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     Cr  chisq    dof
ABELL_0085                   904   2.92   3.31  3.67  0.00  0.00  7.26  6.85  7.72  0.45  0.34  0.56   3.86e-03   3.77e-03   3.95e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0548  0.480   1.14    263
ABELL_0085                   904   3.31   3.75  3.67  0.00  0.00  7.32  6.90  7.79  0.50  0.40  0.62   3.89e-03   3.80e-03   3.98e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0548  0.482   1.06    260
ABELL_0085                   904   3.75   4.79  3.67  0.00  0.00  7.75  7.42  8.11  0.57  0.48  0.66   7.64e-03   7.50e-03   7.77e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0548  0.944   1.28    337
ABELL_0133                  2203   0.00   0.36  1.58  0.00  0.00  2.31  2.25  2.38  1.19  1.08  1.33   2.14e-03   2.04e-03   2.23e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0554  0.528   1.29    171
ABELL_0133                  2203   0.36   0.76  1.58  0.00  0.00  3.00  2.90  3.10  0.92  0.82  1.03   2.58e-03   2.49e-03   2.67e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0554  0.539   1.21    190
ABELL_0133                  2203   0.76   1.39  1.58  0.00  0.00  4.10  3.95  4.27  0.69  0.60  0.80   3.12e-03   3.02e-03   3.21e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0554  0.595   1.06    223
ABELL_0133                  2203   1.39   2.50  1.58  0.00  0.00  4.44  4.27  4.63  0.43  0.35  0.51   4.53e-03   4.42e-03   4.65e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0554  0.790   0.97    274
ABELL_0262                  2215   0.00   0.21  5.64  0.00  0.00  0.98  0.95  1.00  0.22  0.19  0.26   9.10e-04   8.27e-04   9.89e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.163   2.24     74
ABELL_0262                  2215   0.21   0.34  5.64  0.00  0.00  1.24  1.21  1.28  0.39  0.33  0.46   7.51e-04   6.88e-04   8.19e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.159   1.53     81
ABELL_0262                  2215   0.34   0.48  5.64  0.00  0.00  1.57  1.52  1.62  0.98  0.82  1.17   5.29e-04   4.77e-04   5.84e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.158   1.26     87
ABELL_0262                  2215   0.48   0.62  5.64  0.00  0.00  1.64  1.59  1.70  0.92  0.77  1.11   5.62e-04   5.07e-04   6.17e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.155   1.33     90
ABELL_0262                  2215   0.62   0.77  5.64  0.00  0.00  1.80  1.74  1.87  1.33  1.12  1.63   4.92e-04   4.38e-04   5.42e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.157   1.42     93
ABELL_0262                  2215   0.77   0.92  5.64  0.00  0.00  1.98  1.90  2.08  1.06  0.88  1.30   6.03e-04   5.47e-04   6.55e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.155   0.89     96
ABELL_0262                  2215   0.92   1.08  5.64  0.00  0.00  2.09  1.99  2.21  1.04  0.84  1.28   6.36e-04   5.81e-04   6.94e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.157   1.39    100
ABELL_0262                  2215   1.08   1.25  5.64  0.00  0.00  2.13  2.02  2.24  1.02  0.83  1.25   6.48e-04   5.90e-04   7.03e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.155   0.93    100
ABELL_0262                  2215   1.25   1.44  5.64  0.00  0.00  2.30  2.19  2.43  1.03  0.84  1.25   6.97e-04   6.39e-04   7.51e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.164   0.84    108
ABELL_0262                  2215   1.44   1.62  5.64  0.00  0.00  2.42  2.27  2.59  0.87  0.69  1.09   7.18e-04   6.62e-04   7.78e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.158   0.90    109
ABELL_0262                  2215   1.62   1.80  5.64  0.00  0.00  2.36  2.22  2.52  0.73  0.58  0.91   7.39e-04   6.85e-04   7.97e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.154   0.99    108
ABELL_0262                  2215   1.80   1.98  5.64  0.00  0.00  2.50  2.36  2.65  0.84  0.68  1.03   7.69e-04   7.11e-04   8.24e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.166   1.02    113
ABELL_0262                  2215   1.98   2.16  5.64  0.00  0.00  2.46  2.31  2.62  0.66  0.52  0.83   7.85e-04   7.31e-04   8.44e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.157   0.95    109
ABELL_0262                  2215   2.16   2.35  5.64  0.00  0.00  2.23  2.09  2.38  0.39  0.30  0.50   9.52e-04   8.87e-04   1.01e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.165   1.09    112
ABELL_0262                  2215   2.35   2.53  5.64  0.00  0.00  2.21  2.08  2.35  0.45  0.35  0.57   9.23e-04   8.64e-04   9.85e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.166   1.27    113
ABELL_0262                  2215   2.53   2.72  5.64  0.00  0.00  2.32  2.17  2.48  0.51  0.40  0.66   8.81e-04   8.11e-04   9.37e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.160   0.98    112
ABELL_0262                  2215   2.72   2.87  5.64  0.00  0.00  2.48  2.30  2.68  0.49  0.36  0.65   7.08e-04   6.55e-04   7.63e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.127   0.64    100
ABELL_0370                   515   0.00   0.39  3.37  0.00  0.00 10.13  8.55 12.30  0.86  0.51  1.26   3.75e-04   3.48e-04   3.97e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3747  0.050   0.94     82
ABELL_0370                   515   0.39   0.61  3.37  0.00  0.00  9.88  8.33 12.13  0.67  0.36  1.04   4.09e-04   3.82e-04   4.32e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3747  0.053   1.08     90
ABELL_0370                   515   0.61   0.84  3.37  0.00  0.00 16.91 12.49 24.34  0.48  0.00  0.99   4.67e-04   4.29e-04   5.10e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3747  0.056   1.07     98
ABELL_0370                   515   0.84   1.22  3.37  0.00  0.00 10.77  8.95 13.54  0.18  0.00  0.44   6.42e-04   6.10e-04   6.74e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3747  0.076   0.85    130
ABELL_0370                   515   1.22   2.38  3.37  0.00  0.00  7.70  6.69  8.99  0.84  0.63  1.06   1.07e-03   1.02e-03   1.12e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3747  0.150   2.06    231
ABELL_0383                  2321   0.00   0.14  4.07  0.00  0.00  2.94  2.74  3.14  0.95  0.72  1.23   1.02e-03   9.31e-04   1.12e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1871  0.173   1.38     80
ABELL_0383                  2321   0.14   0.29  4.07  0.00  0.00  3.75  3.45  4.07  0.80  0.56  1.08   1.07e-03   9.84e-04   1.16e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1871  0.171   1.37     84
ABELL_0383                  2321   0.29   0.48  4.07  0.00  0.00  4.86  4.40  5.37  0.59  0.37  0.83   1.14e-03   1.07e-03   1.22e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1871  0.173   0.89     92
ABELL_0383                  2321   0.48   0.81  4.07  0.00  0.00  5.90  5.25  6.68  0.37  0.16  0.61   1.39e-03   1.32e-03   1.48e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1871  0.202   1.11    103
ABELL_0383                  2321   0.81   2.18  4.07  0.00  0.00  5.07  4.61  5.60  0.52  0.34  0.73   1.96e-03   1.86e-03   2.07e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1871  0.284   0.98    147
ABELL_0399                  3230   0.00   0.75 11.51  0.00  0.00  7.09  6.40  7.92  0.39  0.19  0.59   9.29e-04   8.86e-04   9.71e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.105   0.95    143
ABELL_0399                  3230   0.75   1.04 11.51  0.00  0.00  6.79  6.11  7.62  0.23  0.07  0.41   9.30e-04   8.90e-04   9.71e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.106   1.09    143
ABELL_0399                  3230   1.04   1.30 11.51  0.00  0.00  7.98  7.10  9.04  0.55  0.32  0.80   8.57e-04   8.17e-04   9.00e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.104   1.09    146
ABELL_0399                  3230   1.30   1.57 11.51  0.00  0.00  7.68  6.82  8.77  0.47  0.26  0.70   8.91e-04   8.48e-04   9.29e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.106   0.94    147
ABELL_0399                  3230   1.57   1.81 11.51  0.00  0.00  8.02  7.10  9.17  0.48  0.26  0.72   9.11e-04   8.68e-04   9.51e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.109   1.01    149
ABELL_0399                  3230   1.81   2.05 11.51  0.00  0.00  7.30  6.49  8.32  0.40  0.21  0.61   9.29e-04   8.87e-04   9.68e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.109   1.02    149
ABELL_0399                  3230   2.05   2.29 11.51  0.00  0.00  6.95  6.24  7.81  0.43  0.23  0.66   9.25e-04   8.79e-04   9.69e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.109   1.13    148
ABELL_0399                  3230   2.29   2.53 11.51  0.00  0.00  7.37  6.56  8.39  0.30  0.12  0.50   9.80e-04   9.40e-04   1.03e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.112   0.96    155
ABELL_0399                  3230   2.53   2.77 11.51  0.00  0.00  6.58  5.92  7.41  0.23  0.06  0.41   9.85e-04   9.40e-04   1.03e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.110   0.94    153
ABELL_0399                  3230   2.77   3.03 11.51  0.00  0.00  6.58  5.93  7.39  0.43  0.24  0.63   9.79e-04   9.34e-04   1.02e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.115   1.19    157
ABELL_0399                  3230   3.03   3.29 11.51  0.00  0.00  7.12  6.36  8.08  0.36  0.17  0.56   1.02e-03   9.74e-04   1.06e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.118   0.94    161
ABELL_0399                  3230   3.29   3.55 11.51  0.00  0.00  6.70  6.05  7.48  0.42  0.23  0.63   1.02e-03   9.71e-04   1.07e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.118   1.00    162
ABELL_0399                  3230   3.55   3.84 11.51  0.00  0.00  7.25  6.48  8.25  0.47  0.27  0.70   1.02e-03   9.74e-04   1.07e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.118   0.99    163
ABELL_0399                  3230   3.84   4.15 11.51  0.00  0.00  6.40  5.74  7.21  0.12  0.00  0.29   1.17e-03   1.12e-03   1.22e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.125   1.12    164
ABELL_0399                  3230   4.15   4.51 11.51  0.00  0.00  7.82  6.91  8.88  0.01  0.00  0.19   1.24e-03   1.19e-03   1.27e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.130   0.79    179
ABELL_0399                  3230   4.51   4.93 11.51  0.00  0.00  6.57  5.91  7.34  0.33  0.16  0.52   1.29e-03   1.24e-03   1.35e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.140   1.01    185
ABELL_0399                  3230   4.93   5.40 11.51  0.00  0.00  6.78  6.11  7.60  0.21  0.05  0.39   1.40e-03   1.34e-03   1.45e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.147   1.20    197
ABELL_0399                  3230   5.40   5.92 11.51  0.00  0.00  6.69  6.03  7.49  0.30  0.12  0.48   1.49e-03   1.43e-03   1.55e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.158   1.13    204
ABELL_0399                  3230   5.92   6.49 11.51  0.00  0.00  6.38  5.78  7.09  0.27  0.11  0.45   1.63e-03   1.57e-03   1.70e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.170   1.13    216
ABELL_0399                  3230   6.49   7.28 11.51  0.00  0.00  6.09  5.55  6.72  0.22  0.08  0.37   2.04e-03   1.96e-03   2.11e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.203   1.11    240
ABELL_0401                   518   0.00   0.68 12.48  0.00  0.00  7.27  6.46  8.36  0.59  0.30  0.90   2.03e-03   1.91e-03   2.15e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.266   1.10    131
ABELL_0401                   518   0.68   0.97 12.48  0.00  0.00  6.94  6.23  7.82  0.72  0.42  1.07   1.93e-03   1.81e-03   2.06e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.258   0.87    128
ABELL_0401                   518   0.97   1.21 12.48  0.00  0.00  7.13  6.22  8.32  0.44  0.16  0.74   1.93e-03   1.82e-03   2.05e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.245   0.99    124
ABELL_0401                   518   1.21   1.43 12.48  0.00  0.00  7.29  6.36  8.55  0.54  0.23  0.87   1.78e-03   1.67e-03   1.89e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.236   1.48    124
ABELL_0401                   518   1.43   1.63 12.48  0.00  0.00  7.62  6.53  9.00  0.19  0.00  0.46   1.95e-03   1.84e-03   2.04e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.240   1.15    121
ABELL_0401                   518   1.63   1.84 12.48  0.00  0.00  7.95  6.87  9.34  0.31  0.04  0.60   1.95e-03   1.84e-03   2.07e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.245   0.96    128
ABELL_0401                   518   1.84   2.03 12.48  0.00  0.00  6.51  5.76  7.50  0.42  0.16  0.70   1.87e-03   1.76e-03   1.98e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.238   0.99    123
ABELL_0401                   518   2.03   2.23 12.48  0.00  0.00  7.17  6.33  8.23  0.67  0.35  1.01   1.74e-03   1.62e-03   1.85e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.233   1.37    121
ABELL_0401                   518   2.23   2.44 12.48  0.00  0.00  8.42  7.26  9.97  0.58  0.25  0.94   1.74e-03   1.63e-03   1.85e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.229   1.17    122
ABELL_0401                   518   2.44   2.65 12.48  0.00  0.00  7.52  6.53  8.85  0.72  0.40  1.11   1.74e-03   1.61e-03   1.85e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.232   1.23    123
ABELL_0401                   518   2.65   2.87 12.48  0.00  0.00  8.23  7.09  9.71  0.48  0.16  0.82   1.84e-03   1.73e-03   1.96e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.235   1.05    126
ABELL_0401                   518   2.87   3.10 12.48  0.00  0.00  7.92  6.88  9.37  0.68  0.35  1.04   1.75e-03   1.64e-03   1.86e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.232   0.98    124
ABELL_0401                   518   3.10   3.33 12.48  0.00  0.00  7.43  6.56  8.59  1.05  0.66  1.50   1.60e-03   1.48e-03   1.72e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.225   0.98    121
ABELL_0401                   518   3.33   3.58 12.48  0.00  0.00  7.51  6.61  8.70  0.60  0.28  0.96   1.74e-03   1.62e-03   1.84e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.223   0.93    121
ABELL_0401                   518   3.58   3.82 12.48  0.00  0.00  8.77  7.51 10.56  0.58  0.23  0.96   1.67e-03   1.57e-03   1.78e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.216   1.21    115
ABELL_0401                   518   3.82   4.08 12.48  0.00  0.00  9.02  7.69 10.87  0.65  0.28  1.06   1.66e-03   1.55e-03   1.78e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.218   1.25    121
ABELL_0401                   518   4.08   4.35 12.48  0.00  0.00  7.85  6.86  9.14  0.87  0.48  1.33   1.57e-03   1.45e-03   1.68e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.210   1.13    115
ABELL_0401                   518   4.35   4.63 12.48  0.00  0.00  8.09  7.10  9.44  1.72  1.17  2.38   1.35e-03   1.22e-03   1.47e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.206   1.24    113
ABELL_0401                   518   4.63   4.92 12.48  0.00  0.00  8.17  7.08  9.64  0.99  0.56  1.50   1.45e-03   1.33e-03   1.57e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.197   1.04    110
ABELL_0401                   518   4.92   5.21 12.48  0.00  0.00  9.43  7.88 11.72  0.64  0.23  1.10   1.48e-03   1.38e-03   1.59e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.188   1.08    105
ABELL_0401                   518   5.21   5.52 12.48  0.00  0.00 10.14  8.39 12.86  1.13  0.62  1.75   1.44e-03   1.32e-03   1.56e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.194   1.09    110
ABELL_0401                   518   5.52   5.84 12.48  0.00  0.00 11.35  9.36 14.50  1.63  0.94  2.54   1.34e-03   1.21e-03   1.47e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.189   0.88    111
ABELL_0401                   518   5.84   6.16 12.48  0.00  0.00  8.72  7.40 10.57  1.00  0.53  1.55   1.39e-03   1.28e-03   1.51e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.188   1.46    106
ABELL_0401                   518   6.16   6.49 12.48  0.00  0.00 12.40  9.86 16.92  1.69  0.90  2.70   1.25e-03   1.11e-03   1.40e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.175   1.17     99
ABELL_0401                   518   6.49   6.82 12.48  0.00  0.00 11.23  9.07 14.59  2.31  1.37  3.67   1.04e-03   9.08e-04   1.17e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.157   1.08     93
ABELL_0401                   518   6.82   7.16 12.48  0.00  0.00 17.45 13.08 25.46  4.67  2.66 11.22   8.55e-04   6.03e-04   1.01e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.151   1.46     90
ABELL_0401                   518   7.16   7.50 12.48  0.00  0.00 11.38  9.14 15.78  2.51  1.51  3.93   9.68e-04   8.28e-04   1.11e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.152   1.76     88
ABELL_0401                   518   7.50   7.86 12.48  0.00  0.00 12.39 10.03 16.37  4.06  2.38  6.85   8.01e-04   6.55e-04   9.47e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.142   1.45     81
ABELL_0401                   518   7.86   8.12 12.48  0.00  0.00 14.95  9.88 32.02  2.70  1.37  9.20   5.64e-04   3.98e-04   6.75e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.085   1.44     54
