#Name                             Obsid  type       z          flux           err         power           err           lum           err      surv
# --                                 --    --      --            Jy            Jy      10^40e/s      10^40e/s      10^40e/s      10^40e/s        --
RX_J1720.1+2638                    4361     F  0.1640       0.08770       0.00330       9.12106       0.34321      56.68380       2.13291      NVSS
RX_J1720.2+3536                    3280     F  0.3913       0.01800       0.00100      13.68740       0.76041      85.06183       4.72566      NVSS
RX_J1720.2+3536                    6107     F  0.3913       0.01800       0.00100      13.68740       0.76041      85.06183       4.72566      NVSS
RX_J1720.2+3536                    7225     F  0.3913       0.01800       0.00100      13.68740       0.76041      85.06183       4.72566      NVSS
RX_J2129.6+0005                     552     F  0.2350       0.02540       0.00120       5.91194       0.27930      36.74036       1.73577      NVSS
ZWCL_1215                          4184    NF  0.0750       0.00250       0.00025       0.04822       0.00482       0.29966       0.02997      NVSS
ZWCL_1358+6245                      516    NF  0.3280       0.00250       0.00025       1.25465       0.12547       7.79716       0.77972      NVSS
ZWCL_1953                          1659     F  0.3800       0.01940       0.00120      13.76248       0.85129      85.52845       5.29042      NVSS
ZWCL_3146                           909     F  0.2900       0.00710       0.00050       2.67613       0.18846      16.63108       1.17120      NVSS
ZWCL_5247                           539    NF  0.2290       0.00250       0.00025       0.54871       0.05487       3.41002       0.34100      NVSS
ZWCL_7160                           543     F  0.2578       0.01650       0.00130       4.74356       0.37373      29.47934       2.32261      NVSS
ZWICKY_2701                        3195     F  0.2100       0.01450       0.00060       2.61694       0.10829      16.26323       0.67296      NVSS
ZwCl_0848.5+3341                   4205    NF  0.3706       0.00250       0.00025       1.67155       0.16715      10.38801       1.03880      NVSS
3C_129                             2218     F  0.0223       1.87360       0.06520       2.95370       0.10279      18.35612       0.63878      NVSS
3C_129                             2219     F  0.0223       1.87360       0.06520       2.95370       0.10279      18.35612       0.63878      NVSS
ABELL_0400                         4181    NF  0.0240       0.00250       0.00025       0.00458       0.00046       0.02844       0.00284      NVSS
ABELL_0426                         3209     F  0.0179      22.82920       0.68490      23.03116       0.69096     143.12964       4.29404      NVSS
ABELL_0426                         4289     F  0.0179      22.82920       0.68490      23.03116       0.69096     143.12964       4.29404      NVSS
ABELL_0539                         5808    NF  0.0288       0.00250       0.00025       0.00664       0.00066       0.04126       0.00413      NVSS
ABELL_0539                         7209    NF  0.0288       0.00250       0.00025       0.00664       0.00066       0.04126       0.00413      NVSS
ABELL_0562                         6936    NF  0.1100       0.00250       0.00025       0.10894       0.01089       0.67699       0.06770      NVSS
ABELL_0744                         6947    NF  0.0729       0.00250       0.00025       0.04542       0.00454       0.28226       0.02823      NVSS
ABELL_3581                         1650     F  0.0218       0.64550       0.02280       0.97175       0.03432       6.03904       0.21331      NVSS
HCG_0062                            921     F  0.0146       0.00490       0.00050       0.00327       0.00033       0.02033       0.00207      NVSS
HCG_42                             3215     F  0.0133       0.00250       0.00050       0.00138       0.00028       0.00859       0.00172      NVSS
RX_J1022.1+3830                    6942    NF  0.0491       0.00250       0.00025       0.01990       0.00199       0.12366       0.01237      NVSS
SC_1327-312                        4165    NF  0.0531       0.00250       0.00025       0.02341       0.00234       0.14549       0.01455      NVSS
SDSS_J198.070267-00.98443          4990    NF  0.0843       0.00250       0.00025       0.06173       0.00617       0.38364       0.03836      NVSS
SS2B153                            3243     F  0.0186       0.03190       0.00180       0.03479       0.00196       0.21618       0.01220      NVSS
UGC_03957                          8265     F  0.0341       0.05260       0.00200       0.19744       0.00751       1.22699       0.04665      NVSS
ZwCl_0857.9+2107                   7897     F  0.2350       0.00900       0.00050       2.09478       0.11638      13.01824       0.72324      NVSS
ABELL_0193                         6931     F  0.0485       0.03240       0.00160       0.25140       0.01241       1.56235       0.07715      NVSS
ABELL_1240                         4961    NF  0.1590       0.00250       0.00025       0.24284       0.02428       1.50917       0.15092      NVSS
ABELL_1569                         6100    NF  0.0735       0.00250       0.00025       0.04621       0.00462       0.28718       0.02872      NVSS
RX_J1000.4+4409                    9421    NF  0.1540       0.00250       0.00025       0.22635       0.02264       1.40668       0.14067      NVSS
ZWCL_1742                          8267     F  0.0757       0.09120       0.00330       1.79382       0.06491      11.14789       0.40338      NVSS
ABELL_0160                         3219    NF  0.0447       0.00250       0.00025       0.01638       0.00164       0.10182       0.01018      NVSS
ABELL_1446                         4975    NF  0.1035       0.00250       0.00025       0.09558       0.00956       0.59402       0.05940      NVSS
ABELL_2813                         9409    NF  0.2924       0.00250       0.00025       0.96044       0.09604       5.96875       0.59688      NVSS
M87                                5826     F  0.0044     169.48701       4.85870      10.11481       0.28996      46.98420       1.34690      NVSS
M87                                5827     F  0.0044     169.48701       4.85870      10.11481       0.28996      46.98420       1.34690      NVSS
MS_0116.3-0115                     4963     F  0.0452       0.00400       0.00050       0.02682       0.00335       0.16671       0.02084      NVSS
RX_J1130.0+3637                    6945    NF  0.0600       0.00250       0.00025       0.03020       0.00302       0.18766       0.01877      NVSS
RX_J1206.6+2811                    6939    NF  0.0282       0.00250       0.00025       0.00636       0.00064       0.03953       0.00395      NVSS
RX_J1320.2+3308                    6941     F  0.0366       0.08290       0.00250       0.35983       0.01085       2.23619       0.06744      NVSS
RX_J1852.1+5711                    5749     F  0.1094       0.05090       0.00190       2.19200       0.08182      13.62241       0.50850      NVSS
ABELL_0068                         3250    NF  0.2546       0.00250       0.00025       0.69847       0.06985       4.34070       0.43407      NVSS
ABELL_0521                          430    NF  0.2533       0.00250       0.00025       0.69034       0.06903       4.29018       0.42902      NVSS
ABELL_1361                         2200     F  0.1171       0.86320       0.02590      43.03921       1.29138     267.47184       8.02539      NVSS
ABELL_2124                         3238    NF  0.0658       0.00250       0.00025       0.03663       0.00366       0.22761       0.02276      NVSS
ABELL_2554                         1696    NF  0.1103       0.00250       0.00025       0.10958       0.01096       0.68097       0.06810      NVSS
AC_114                             1562    NF  0.3120       0.00250       0.00025       1.11652       0.11165       6.93873       0.69387      NVSS
MS_0440.5+0204                     4196    NF  0.1900       0.00250       0.00025       0.36050       0.03605       2.24039       0.22404      NVSS
MS_1054.5-0321                      512    NF  0.8300       0.00250       0.00025      11.87539       1.18754      73.80091       7.38009      NVSS
MS_1621.5+2640                      546    NF  0.4260       0.00250       0.00025       2.32717       0.23272      14.46246       1.44625      NVSS
RX_J0439+0520                       527     F  0.2080       0.08150       0.00290      14.39563       0.51224      89.46322       3.18335      NVSS
RX_J0819.6+6336                    2199     F  0.1190       0.03440       0.00140       1.77585       0.07227      11.03624       0.44915      NVSS
ZWCL_1358+6245                      516    NF  0.3280       0.00250       0.00025       1.25465       0.12547       7.79716       0.77972      NVSS
ZWCL_5247                           539    NF  0.2290       0.00250       0.00025       0.54871       0.05487       3.41002       0.34100      NVSS
ABELL_3084                         9413    NF  0.0977       0.00250       0.00025       0.08449       0.00845       0.52508       0.05251      NVSS
ABELL_3088                         9414    NF  0.2534       0.00250       0.00025       0.69096       0.06910       4.29405       0.42941      NVSS
ABELL_3528S                        8268     F  0.0530       1.05270       0.04020       9.81960       0.37499      61.02496       2.33039      NVSS
ABELL_0368                         9412     F  0.2200       0.00520       0.00050       1.04230       0.10022       6.47752       0.62284      NVSS
ABELL_2462                         4159    NF  0.0737       0.00250       0.00025       0.04648       0.00465       0.28882       0.02888      NVSS
RX_J0220.9-3829                    9411    NF  0.2287       0.00250       0.00025       0.54708       0.05471       3.39990       0.33999      NVSS
ABELL_1995                         7021    NF  0.3186       0.00250       0.00025       1.17231       0.11723       7.28546       0.72855      NVSS
ABELL_2147                         3211     F  0.0356       0.01610       0.00110       0.06602       0.00451       0.41026       0.02803      NVSS
ABELL_2589                         3210    NF  0.0415       0.00250       0.00025       0.01405       0.00141       0.08735       0.00873      NVSS
M49                                 321     F  0.0033       0.21990       0.00780       0.00737       0.00026       0.04580       0.00162      NVSS
MKW_08                             4942    NF  0.0270       0.00250       0.00025       0.00582       0.00058       0.03617       0.00362      NVSS
NGC_0507                           2882     F  0.0164       0.06170       0.00250       0.05213       0.00211       0.32396       0.01313      NVSS
NGC_4636                           3926     F  0.0031       0.07780       0.00280       0.00230       0.00008       0.01429       0.00051      NVSS
NGC_4636                           4415     F  0.0031       0.07780       0.00280       0.00230       0.00008       0.01429       0.00051      NVSS
NGC_5044                           3225     F  0.0090       0.03470       0.00110       0.00873       0.00028       0.05424       0.00172      NVSS
NGC_5044                           3664     F  0.0090       0.03470       0.00110       0.00873       0.00028       0.05424       0.00172      NVSS
NGC_5813                           5907     F  0.0066       0.01480       0.00100       0.00199       0.00013       0.01239       0.00084      NVSS
NGC_5846                            788     F  0.0057       0.02100       0.00130       0.00211       0.00013       0.01310       0.00081      NVSS
1E0657_56                          5356    NF  0.2960       0.00600       0.00030       1.42786       0.07139       8.33698       0.41685     SUMSS
1E0657_56                          3184    NF  0.2960       0.00600       0.00030       1.42786       0.07139       8.33698       0.41685     SUMSS
1E0657_56                          5361    NF  0.2960       0.00600       0.00030       1.42786       0.07139       8.33698       0.41685     SUMSS
ABELL_1063S                        4966    NF  0.3540       0.01000       0.00050       3.61383       0.18069      21.10034       1.05502     SUMSS
ABELL_3074                         6950    NF  0.0730       0.00600       0.00030       0.06583       0.00329       0.38435       0.01922     SUMSS
ABELL_3074                         7374    NF  0.0730       0.00600       0.00030       0.06583       0.00329       0.38435       0.01922     SUMSS
ABELL_3112                         2516     F  0.0720       1.91500       0.05750      20.40877       0.61280     119.16224       3.57798     SUMSS
ABELL_3120                         6951     F  0.0690       0.04760       0.00160       0.46388       0.01559       2.70850       0.09104     SUMSS
ABELL_3158                         3201    NF  0.0580       0.00600       0.00030       0.04066       0.00203       0.23739       0.01187     SUMSS
ABELL_3158                         3712    NF  0.0580       0.00600       0.00030       0.04066       0.00203       0.23739       0.01187     SUMSS
ABELL_3266                          899    NF  0.0590       0.00600       0.00030       0.04213       0.00211       0.24601       0.01230     SUMSS
ABELL_3391                         4943    NF  0.0560       0.00600       0.00030       0.03779       0.00189       0.22065       0.01103     SUMSS
ABELL_3395                         4944    NF  0.0510       0.00600       0.00030       0.03111       0.00156       0.18166       0.00908     SUMSS
ABELL_3667                         5751    NF  0.0566       0.00600       0.00030       0.03864       0.00193       0.22561       0.01128     SUMSS
ABELL_3667                          889    NF  0.0566       0.00600       0.00030       0.03864       0.00193       0.22561       0.01128     SUMSS
ABELL_3667                         5752    NF  0.0566       0.00600       0.00030       0.03864       0.00193       0.22561       0.01128     SUMSS
ABELL_3667                         5753    NF  0.0566       0.00600       0.00030       0.03864       0.00193       0.22561       0.01128     SUMSS
ABELL_3822                         8269    NF  0.0759       0.00600       0.00030       0.07146       0.00357       0.41723       0.02086     SUMSS
ABELL_3921                         4973    NF  0.0927       0.00600       0.00030       0.10916       0.00546       0.63736       0.03187     SUMSS
ABELL_S0405                        8272     F  0.0613       0.02850       0.00120       0.21677       0.00913       1.26569       0.05329     SUMSS
CENTAURUS                          4954     F  0.0109       5.67400       0.17030       1.26419       0.03794       7.38130       0.22154     SUMSS
ESO_3060170                        3188     F  0.0358       0.02010       0.00160       0.05020       0.00400       0.29311       0.02333     SUMSS
ESO_3060170                        3189     F  0.0358       0.02010       0.00160       0.05020       0.00400       0.29311       0.02333     SUMSS
RX_J0232.2_4420                    4993    NF  0.2836       0.01000       0.00050       2.15553       0.10778      12.58565       0.62928     SUMSS
SERSIC_159_03                      1668     F  0.0580       0.47210       0.01420       3.19910       0.09622      18.67884       0.56183     SUMSS
ABELL_S0592                        9420    NF  0.2216       0.00600       0.00030       0.73613       0.03681       4.29811       0.21491     SUMSS
RX_J1539.5_8335                    8266     F  0.0728       0.06160       0.00300       0.67193       0.03272       3.92327       0.19107     SUMSS
ABELL_2204                         7940     F  0.1524       0.06930       0.00250       6.13209       0.22122      38.10856       1.37477      NVSS
ABELL_0141                         9410    NF  0.2300       0.00250       0.00025       0.55416       0.05542       3.44388       0.34439      NVSS
ABELL_1576                         7938     F  0.2790       0.01840       0.00070       6.34292       0.24131      39.41878       1.49963      NVSS
RCS_J2327-0204                     7355    NF  0.2000       0.00250       0.00025       0.40435       0.04044       2.51289       0.25129      NVSS
UGC_12491                          7896     F  0.0174       0.00340       0.00050       0.00324       0.00048       0.02013       0.00296      NVSS
ABELL_3827                         7920    NF  0.0984       0.00600       0.00030       0.12398       0.00620       0.72388       0.03619     SUMSS
