# Searching for first_cat sources within 20.0000 arcsec of 319 input positions
# 
# 79 sources found
# 
#                                           FIRST Catalog Database (03apr11)                                                   
#----------------------------------------------------------------------------------------------------------------------------------------
# Search     RA (2000)     Dec (2000)   Side  Peak     Int.     RMS   Deconv.  Deconv.  Deconv  Meas.     Meas.      Meas.    Field Name  
# Distance                              lobe  Flux     Flux            MajAx    MinAx   PosAng  MajAx     MinAx     PosAng                
# (arcsec)                              Flag (mJy/bm)  (mJy)   (mJy/b (arcsec) (arcsec) (deg)  (arcsec)  (arcsec)  (degrees)              
#----------------------------------------------------------------------------------------------------------------------------------------
      0.9  08 19 25.875  +63 37 26.37     0    18.06    30.03  0.149     6.93     1.14   81.8      8.79      5.52       81.8 08180+63285J
      0.6  13 59 50.595  +62 31  4.89     0     3.75     2.61  0.416     0.00     0.00  168.4      4.77      4.26      168.4 14000+62339J
     11.5  12 02  5.122  +58 02 14.50     0    82.08   324.70  0.202    12.82     6.29   76.9     13.91      8.29       76.9 12030+58155J
     17.2  12 02  3.395  +58 02  1.00     0   102.99   167.74  0.201     5.15     3.37   15.6      7.46      6.36       15.6 12030+58155J
      1.3  07 21 30.253  +55 45 41.49     0     1.42     1.64  0.149     4.38     0.00   81.2      6.95      4.84       81.2 07210+55553G
      0.2  08 34 54.914  +55 34 20.96     0  7998.29  8254.60  0.778     1.03     0.90   15.6      5.50      5.47       15.6 08360+55553G
      7.1  07 40 58.083  +55 25 45.09     0    17.08    26.76  0.145     5.38     2.60  157.7      7.62      5.99      157.7 07420+55098G
      6.7  07 40 58.339  +55 25 31.63     0    14.60    23.10  0.145     5.89     2.04  165.0      7.99      5.77      165.0 07420+55098G
      3.1  14 11 20.592  +52 12  9.44     0 14629.40 22171.09  1.922     5.92     1.12  136.5      8.01      5.51      136.5 14120+52196F
      0.4  09 52 49.143  +51 53  5.01     0    11.14    13.70  0.133     2.68     2.48  166.0      6.03      5.94      166.0 09540+51396F
     17.8  16 40 21.699  +46 42 49.97     0    44.97    85.68  0.152     8.46     1.21  139.8     10.04      5.53      -40.2 16420+46439F
     19.6  16 40 21.973  +46 42 46.87     0   124.23   138.47  0.152     2.35     1.15  128.8      5.89      5.52      128.8 16420+46439F
      3.9  11 43 39.857  +46 21 23.57     0   292.80   452.69  0.140     4.92     2.98   47.8      7.31      6.17       47.8 11450+46439F
      4.0  11 43 39.437  +46 21 16.94     0   323.24   423.31  0.140     3.54     2.41   54.6      6.46      5.92       54.6 11450+46439F
     11.4  10 00 31.011  +44 08 42.95     0     4.03     5.00  0.140     3.09     2.17    3.4      6.22      5.82        3.4 10000+44278F
     13.2  17 33  2.025  +43 45 34.93     0     7.92     9.70  0.141     3.12     1.90   17.4      6.24      5.72       17.4 17330+43547F
      1.8  10 40 44.475  +39 57 12.03     0     5.72     8.71  0.140     5.61     1.83  148.4      7.78      5.70      148.4 10420+40104E
     15.3  10 40 43.327  +39 57  3.51     0     8.22    10.87  0.140     4.89     0.00   37.8      7.28      5.30       37.8 10420+40104E
      0.1  16 28 38.251  +39 33  4.20     0   176.62   208.42  0.378     2.85     1.61  103.4      6.11      5.64      103.4 16300+39393E
     18.7  16 28 39.622  +39 32 54.32     0   126.67   298.26  0.379    10.40     2.28   92.2     11.72      5.86       92.2 16300+39393E
     19.3  08 50  7.767  +36 04 30.17     0     1.38     0.89  0.146     0.00     0.00   90.9      4.98      3.77       90.9 08510+36065E
     10.9  08 50  7.521  +36 04 12.33     0     3.47     3.99  0.146     3.25     0.00   86.2      6.30      5.31       86.2 08510+36065E
     14.4  08 50  7.495  +36 04  5.76     0     3.69     4.52  0.146     2.57     2.53   96.1      5.98      5.96       96.1 08510+36065E
      3.2  17 20 16.769  +35 36 25.87     0    15.84    16.75  0.239     1.63     0.87   85.1      5.64      5.47       85.1 17210+35367E
      0.9  17 02 42.508  +34 03 37.26     0     2.41     2.21  0.132     1.62     0.00    0.3      5.64      4.74        0.3 17030+34082E
     17.6  11 57 16.673  +33 36 53.39     0     4.12     9.66  0.136    11.09     1.23    4.8     12.33      5.54        4.8 11570+33389H
      6.7  11 57 16.752  +33 36 39.60     0     3.59     8.28  0.136    10.26     2.11    3.6     11.59      5.80        3.6 11570+33389H
      8.8  11 57 16.890  +33 36 29.97     0     6.90     7.96  0.136     4.08     0.00  172.0      6.77      4.97      172.0 11570+33389H
      2.6  12 26 58.190  +33 32 48.61     0     3.60     3.61  0.133     0.91     0.00   89.9      5.48      5.33       89.9 12270+33389E
      5.0  13 20 14.804  +33 08 37.69     0    25.91    82.08  0.133    11.41     4.94  158.3     12.62      7.32      158.3 13210+33097E
      2.3  17 22 27.075  +32 07 58.03     0     3.54     3.40  0.147     0.42     0.00  179.9      5.42      5.16      179.9 17210+32118E
      1.7  07 32 20.448  +31 37 57.64     0     4.77     5.91  0.142     3.23     1.94  113.2      6.29      5.74      113.2 07330+31430G
      0.8  15 32 53.786  +30 20 59.48     0    15.21    17.11  0.135     1.92     1.90   90.1      5.73      5.72       90.1 15330+30170E
      0.2  08 42 55.963  +29 27 27.18     0    19.93    21.91  0.149     2.34     0.72   53.1      5.89      5.45       53.1 08420+29203E
      0.6  12 06 38.889  +28 10 26.78     0     2.78     2.37  0.149     0.00     0.00  170.7      5.08      4.89      170.7 12060+28240E
      5.2  15 22 29.187  +27 42 25.80     0     1.59     3.09  0.136     8.80     1.02  157.5     10.32      5.49      157.5 15210+27560E
      1.8  17 20  9.888  +26 37 30.79     0     5.24    44.57  0.147    18.69    11.54   31.9     19.46     12.74       31.9 17210+26326E
     10.9  13 48 52.474  +26 35 33.82     0   453.46   933.47  0.148     8.72     2.26   17.7     10.26      5.85       17.7 13480+26326E
     13.1  16 23 35.102  +26 34 26.13     0     6.87     8.91  0.136     3.22     2.66  109.2      6.29      6.02      109.2 16240+26326E
      2.7  14 23 47.908  +24 04 42.47     0     4.04     5.22  0.149     3.41     2.38  109.4      6.39      5.90      109.4 14240+24151E
      9.9  11 55 18.612  +23 24 22.05     0     1.26     2.69  0.147     8.32     3.26  178.9      9.92      6.31      178.9 11540+23206E
      1.0  14 57 15.095  +22 20 34.28     0     4.04     5.62  0.135     4.09     2.59   62.9      6.77      5.99       62.9 14570+22263G
      1.0  09 00 36.886  +20 53 40.98     0     8.00     8.57  0.147     1.47     1.40   90.0      5.60      5.58       90.0 09000+21052G
      8.8  14 54 31.512  +18 38 32.81     0    28.32    37.71  0.152     3.96     2.11   57.6      6.70      5.80       57.6 14540+18510I
      1.7  16 04 35.769  +17 43 17.84     0     4.20     4.17  0.142     1.71     0.00  108.7      5.66      5.11      108.7 16060+17309I
      2.6  11 13 20.498  +17 35 40.80     0     1.66     2.45  0.141     4.39     3.03   46.4      6.96      6.19       46.5 11120+17309I
      1.5  09 07 20.537  +16 39  7.08     0     1.67     1.45  0.156     1.55     0.00   16.2      5.62      4.48       16.2 09060+16377I
      5.0  16 02 16.683  +15 58 29.14     0     4.67     5.63  0.163     3.34     1.21   62.0      6.35      5.53       62.0 16030+16111I
      4.9  16 02 17.234  +15 58 24.42     0     2.71     4.18  0.164     7.33     0.00   12.1      9.11      4.93       12.1 16030+16111I
     16.9  12 30 48.271  +12 23 33.12     1  4816.19 33816.07  5.421    21.28     7.61   98.1     21.95      9.33       98.1 12300+12128I
      9.9  12 30 48.740  +12 23 31.64     1  3230.34 12564.76  5.434    22.00     0.00  112.3     22.66      5.01      112.3 12300+12392I
     19.3  12 30 50.307  +12 23 14.70     1  2949.26 54728.32  5.475    24.60    20.80   96.2     25.19     21.49       96.2 12300+12128I
     13.9  15 23  5.277  +08 36 33.06     0     3.76    13.11  0.151    16.63     2.16   32.7     17.49      5.82       32.7 15240+08421I
      1.3  15 21 51.845  +07 42 31.64     0     5.88     7.65  0.151     3.41     2.47  158.0      6.39      5.94      158.0 15210+07495I
      2.1  15 16 44.566  +07 01 19.36     0   501.18  3509.85  0.375    15.39    11.30    0.7     16.31     12.52        0.7 15180+06571I
     11.9  15 16 43.972  +07 01  8.21     0   117.73   365.62  0.375    12.13     4.17  115.4     13.28      6.82      115.4 15180+06571I
      6.2  15 10 55.882  +05 44 45.40     0   103.09   185.22  0.149     7.64     1.49  138.2      9.35      5.60      138.2 15120+05386I
      4.7  15 10 56.321  +05 44 36.48     0   116.23   158.07  0.149     4.50     1.63  157.8      7.03      5.64      157.8 15120+05386I
     14.9  15 10 56.032  +05 44 25.63     0    50.06   115.12  0.149     9.39     3.03   55.4     10.83      6.19       55.4 15120+05386I
      3.0  10 23 39.655  +04 11 10.77     0     1.41     2.04  0.151     4.40     3.41   33.9      7.66      6.51       13.0 10240+04203I
      9.7  10 23 40.025  +04 10 59.43     0     1.02     2.16  0.152     7.01     5.32   45.1      9.26      7.86       30.4 10240+04203I
     12.7  14 38 22.688  +03 40 16.85     0    98.13   190.75  0.279     7.88     2.92   89.1      9.55      7.03       88.9 14390+03281G
     11.0  14 38 21.144  +03 40 12.96     0   121.27   300.86  0.283    10.25     3.72   88.0     11.59      7.40       87.7 14390+03281G
      2.0  14 01  2.085  +02 52 43.18     0    28.24    31.25  0.143     2.17     1.55   59.6      6.64      5.76        5.4 14000+03020G
      3.1  11 15 51.856  +01 29 55.49     0     5.61     8.27  0.146     5.82     2.15  152.7      8.54      5.97      160.2 11150+01180G
     12.0  11 15 52.315  +01 29 45.26     0     1.13     0.59  0.146     0.00     0.00   89.7      4.29      4.25       77.1 11150+01180G
      2.2  21 29 39.968  +00 05 21.03     0    21.35    23.82  0.145     2.24     1.73  144.4      6.73      5.72      175.7 21285+00130E
      6.9  13 12 13.351  -00 58 33.05     0     1.26     1.32  0.144     4.05     0.00   25.9      7.47      4.88       17.5 13120-00520G
      4.6  01 18 53.641  -01 00  6.62     0     1.25     2.21  0.150     7.39     2.77   41.2      9.55      6.42       34.4 01195-01050E
      5.9  13 11 30.002  -01 20 28.28     0     7.70     8.80  0.150     2.74     1.25   76.9      6.56      6.01       11.0 13120-01180G
      2.0  15 04  7.526  -02 48 16.78     0    36.63    40.83  0.142     2.08     1.87   50.7      6.69      5.76        2.0 15030-02360G
     15.5  10 56 59.573  -03 37 27.54     0    11.55    12.19  0.156     1.96     0.58  149.2      6.64      5.50      173.6 10570-03281G
      5.8  12 59 22.443  -04 11 46.14     0     3.94     3.76  0.154     0.92     0.00   91.5      6.03      5.48      178.7 13000-04203I
      1.9  01 59 49.358  -08 49 58.75     0    30.01    31.43  0.144     2.05     0.40    4.2      7.10      5.42        0.8 01585-08553G
      1.2  00 41 50.477  -09 18 11.37     0    36.04    40.20  0.193     2.80     1.36    1.3      7.35      5.57        0.3 00405-09216G
      5.5  00 41 50.546  -09 18 15.86     0     1.36    11.05  0.193    22.75    11.25   18.9     23.71     12.55       18.2 00405-09216G
     18.7  00 41 49.646  -09 18 25.67     0     1.64     1.90  0.194     3.30     0.00   82.7      6.78      6.28       13.3 00405-09216G
      2.1  23 54 13.674  -10 25  6.72     0     1.07     1.66  0.140     7.93     0.00  131.9     10.04      5.66      139.1 23555-10142G
     10.4  23 54 13.786  -10 25 19.11     0     4.23     5.20  0.140     4.38     1.36    2.0      8.09      5.57        1.0 23555-10142G
     00.0  06 58 29.627  -55 56 39.79     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  06 58 29.619  -55 56 39.35     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  06 58 29.670  -55 56 39.80     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  03 38 41.105  +09 58 00.66     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  00 11 21.623  -28 51 14.44     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  03 11 34.639  -26 53 47.94     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  22 27 54.560  -30 34 34.84     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  00 55 50.401  +26 24 36.47     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  18 44 02.365  +45 33 29.31     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  00 13 37.883  -19 30 09.10     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  00 56 16.102  -01 15 21.34     0     0.00     0.00  0.478     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  01 02 41.756  -21 52 49.79     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  01 14 57.909  +00 24 42.55     0     0.00     0.00  0.133     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  01 14 57.925  +00 24 42.73     0     0.00     0.00  0.133     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  01 31 52.565  -13 36 38.79     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  01 31 52.595  -13 36 39.25     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  01 37 34.562  -12 59 34.88     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  01 37 55.963  -12 49 10.53     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  01 52 46.299  +36 09 11.80     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  01 52 29.181  +00 57 34.43     0     0.00     0.00  0.143     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  01 52 29.180  +00 57 34.23     0     0.00     0.00  0.143     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  02 39 53.169  -01 34 36.96     0     0.00     0.00  0.148     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  02 48 03.364  -03 31 44.69     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  02 57 53.382  +13 01 30.86     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  02 58 56.920  +13 34 14.51     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  02 58 56.896  +13 34 14.48     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  04 13 25.345  +10 27 55.15     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  04 13 25.347  +10 27 55.62     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  04 33 38.038  -13 15 39.65     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  04 48 04.386  -20 27 19.82     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  04 54 10.303  +02 55 36.48     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  08 00 56.832  +36 03 24.09     0     0.00     0.00  0.147     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  08 17 25.225  -07 30 40.03     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  08 30 59.226  +65 50 20.06     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  08 42 57.549  +36 21 57.65     0     0.00     0.00  0.138     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  14 03 38.923  -33 58 39.05     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  14 03 38.942  -33 58 39.16     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  09 09 18.188  -09 41 09.56     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  09 17 52.566  +51 43 38.18     0     0.00     0.00  0.130     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  09 58 21.880  -11 03 52.20     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  10 17 03.744  +39 02 49.17     0     0.00     0.00  0.363     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  10 36 42.828  -27 31 42.06     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  22 48 44.294  -44 31 48.37     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  11 12 54.489  +13 26 08.76     0     0.00     0.00  0.147     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  12 57 12.146  -17 24 30.90     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  12 58 41.499  -01 45 44.32     0     0.00     0.00  0.153     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  13 03 42.622  -24 14 41.59     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  13 26 49.453  -27 09 48.13     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  13 32 48.398  +50 32 32.53     0     0.00     0.00  0.156     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  13 35 17.957  +40 59 55.80     0     0.00     0.00  0.112     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  14 26 03.060  +37 49 27.84     0     0.00     0.00  0.134     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  14 52 57.758  +58 02 51.34     0     0.00     0.00  0.153     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
