# Searching for first_cat sources within 20.0000 arcsec of 319 input positions
# 
# 79 sources found
# 
#                                           FIRST Catalog Database (03apr11)                                                   
#----------------------------------------------------------------------------------------------------------------------------------------
# Search     RA (2000)     Dec (2000)   Side  Peak     Int.     RMS   Deconv.  Deconv.  Deconv  Meas.     Meas.      Meas.    Field Name  
# Distance                              lobe  Flux     Flux            MajAx    MinAx   PosAng  MajAx     MinAx     PosAng                
# (arcsec)                              Flag (mJy/bm)  (mJy)   (mJy/b (arcsec) (arcsec) (deg)  (arcsec)  (arcsec)  (degrees)              
#----------------------------------------------------------------------------------------------------------------------------------------
     00.0  15 10 12.498  +33 30 39.57     0     0.00     0.00  0.142     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  15 24 11.376  +29 52 19.02     0     0.00     0.00  0.136     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  15 40 08.131  -03 18 15.02     0     0.00     0.00  0.142     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  15 39 39.113  +21 46 57.66     0     0.00     0.00  0.150     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  15 39 40.637  +34 25 28.01     0     0.00     0.00  0.143     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  15 41 14.154  +66 15 57.20     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  15 58 20.880  +27 13 44.21     0     0.00     0.00  0.135     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  15 58 20.880  +27 13 44.11     0     0.00     0.00  0.135     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  15 58 20.957  +27 13 45.38     0     0.00     0.00  0.135     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  16 15 45.705  -06 09 00.62     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  16 32 45.437  +05 34 21.05     0     0.00     0.00  0.142     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  16 32 45.428  +05 34 20.89     0     0.00     0.00  0.142     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  16 35 50.831  +66 12 42.31     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  17 12 42.935  +64 04 10.81     0     0.00     0.00  0.152*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  17 03 44.567  +78 38 11.51     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  17 03 44.607  +78 38 11.95     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  17 20 08.299  +27 40 11.53     0     0.00     0.00  0.139     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  17 24 10.149  +85 53 09.77     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  19 21 09.638  +43 57 21.53     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  21 52 21.178  -19 32 51.90     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  21 53 36.825  +17 41 44.38     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  22 00 52.567  +20 58 06.55     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  23 08 22.313  -02 11 29.88     0     0.00     0.00  0.146     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  23 13 01.413  -21 38 04.47     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  23 25 19.779  -12 07 27.63     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  23 36 30.452  +21 08 47.36     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  23 37 38.560  +00 16 05.02     0     0.00     0.00  0.137     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  23 38 29.397  +27 01 53.14     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  23 44 57.253  +09 11 30.74     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  23 51 39.395  -26 05 02.75     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  00 03 12.968  -35 56 00.13     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  00 14 19.529  -30 23 30.24     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  03 17 57.681  -44 14 17.16     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  03 29 50.918  -52 34 51.04     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  03 42 54.675  -53 37 24.36     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  03 42 54.683  -53 37 24.37     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  04 31 13.304  -61 27 12.59     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  06 02 11.756  -39 56 59.07     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  06 02 11.754  -39 56 59.12     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  06 26 21.511  -53 41 44.81     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  06 26 48.463  -54 32 59.21     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  12 48 48.917  -41 18 43.96     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  12 48 48.952  -41 18 44.38     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  13 27 56.854  -31 29 43.78     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  13 33 37.800  -31 40 12.04     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  13 47 28.434  -32 51 52.45     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  14 07 29.777  -27 01 05.88     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  20 12 41.231  -56 50 35.70     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  20 12 41.238  -56 50 36.15     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  20 12 41.234  -56 50 35.78     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  20 12 41.240  -56 50 35.70     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  22 49 57.829  -64 25 42.17     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  23 47 43.180  -28 08 34.81     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  23 57 01.065  -34 45 33.28     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  23 57 01.102  -34 45 33.65     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  02 54 27.631  +41 34 47.07     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  12 48 48.926  -41 18 44.75     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  00 30 34.312  +26 18 01.45     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  00 30 34.345  +26 18 01.45     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  00 30 34.339  +26 18 01.58     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  12 59 37.538  +27 57 30.13     0     0.00     0.00  0.171     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  19 59 28.381  +40 44 01.98     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  05 40 06.687  -40 50 12.82     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
     00.0  05 40 06.722  -40 50 11.97     0     0.00     0.00 -1.000*    0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
