# Name                          Obsid       Z   Nom RA          Nom Dec     Search     RA (2000)     Dec (2000)   Side  Peak     Int.     RMS   Deconv.  Deconv.  Deconv  Meas.     Meas.      Meas.    Field Name  
#                                                                           Distance                              lobe  Flux     Flux            MajAx    MinAx   PosAng  MajAx     MinAx     PosAng                
#                                                                           (arcsec)                              Flag (mJy/bm)  (mJy)   (mJy/b (arcsec) (arcsec) (deg)  (arcsec)  (arcsec)  (degrees)              
1E0657_56                       3184   0.2960   06 58 29.627   -55 56 39.79     00.0  06 58 29.670  -55 56 39.80     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
1E0657_56                       5356   0.2960   06 58 29.619   -55 56 39.35     00.0  06 58 29.670  -55 56 39.80     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
1E0657_56                       5361   0.2960   06 58 29.670   -55 56 39.80     00.0  06 58 29.670  -55 56 39.80     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
2A_0335+096                      919   0.0347   03 38 41.105   +09 58 00.66     00.0  03 38 41.105  +09 58 00.66     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
2PIGG_J0011.5-2850              5797   0.0753   00 11 21.623   -28 51 14.44     00.0  00 11 21.623  -28 51 14.44     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
2PIGG_J0311.8-2655              5799   0.0618   03 11 34.639   -26 53 47.94     00.0  03 11 34.639  -26 53 47.94     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
2PIGG_J2227.0-3041              5798   0.0729   22 27 54.560   -30 34 34.84     00.0  22 27 54.560  -30 34 34.84     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
3C_28.0                         3233   0.1952   00 55 50.401   +26 24 36.47     00.0  00 55 50.401  +26 24 36.47     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
3C_295                          2254   0.4641   14 11 20.280   +52 12 10.55      3.1  14 11 20.592  +52 12  9.44     0 14629.40 22171.09  1.922     5.92     1.12  136.5      8.01      5.51      136.5 14120+52196F
3C_388                          5295   0.0917   18 44 02.365   +45 33 29.31     00.0  18 44 02.365  +45 33 29.31     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
4C_55.16                        4940   0.2420   08 34 54.923   +55 34 21.15      0.2  08 34 54.914  +55 34 20.96     0  7998.29  8254.60  0.778     1.03     0.90   15.6      5.50      5.47       15.6 08360+55553G
ABELL_0013                      4945   0.0940   00 13 37.883   -19 30 09.10     00.0  00 13 37.883  -19 30 09.10     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0085                       904   0.0558   00 41 50.406   -09 18 10.79     18.7  00 41 49.646  -09 18 25.67     0     1.64     1.90  0.194     3.30     0.00   82.7      6.78      6.28       13.3 00405-09216G
ABELL_0119                      4180   0.0442   00 56 16.102   -01 15 21.34     00.0  00 56 16.102  -01 15 21.34     0     0.00     0.00  0.478     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0133                      2203   0.0558   01 02 41.756   -21 52 49.79     00.0  01 02 41.756  -21 52 49.79     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0168                      3203   0.0450   01 14 57.909   +00 24 42.55     00.0  01 14 57.925  +00 24 42.73     0     0.00     0.00  0.133     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0168                      3204   0.0450   01 14 57.925   +00 24 42.73     00.0  01 14 57.925  +00 24 42.73     0     0.00     0.00  0.133     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0209                      3579   0.2060   01 31 52.565   -13 36 38.79     00.0  01 31 52.595  -13 36 39.25     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0209                       522   0.2060   01 31 52.595   -13 36 39.25     00.0  01 31 52.595  -13 36 39.25     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0222                      4967   0.2130   01 37 34.562   -12 59 34.88     00.0  01 37 34.562  -12 59 34.88     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0223                     49671   0.2070   01 37 55.963   -12 49 10.53     00.0  01 37 55.963  -12 49 10.53     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0262                      2215   0.0164   01 52 46.299   +36 09 11.80     00.0  01 52 46.299  +36 09 11.80     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0267                      1448   0.2300   01 52 29.181   +00 57 34.43     00.0  01 52 29.180  +00 57 34.23     0     0.00     0.00  0.143     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0267                      3580   0.2300   01 52 29.180   +00 57 34.23     00.0  01 52 29.180  +00 57 34.23     0     0.00     0.00  0.143     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0370                       515   0.3747   02 39 53.169   -01 34 36.96     00.0  02 39 53.169  -01 34 36.96     0     0.00     0.00  0.148     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0383                      2321   0.1871   02 48 03.364   -03 31 44.69     00.0  02 48 03.364  -03 31 44.69     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0399                      3230   0.0716   02 57 53.382   +13 01 30.86     00.0  02 57 53.382  +13 01 30.86     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0401                      2309   0.0745   02 58 56.920   +13 34 14.51     00.0  02 58 56.896  +13 34 14.48     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0401                       518   0.0745   02 58 56.896   +13 34 14.48     00.0  02 58 56.896  +13 34 14.48     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0478                      1669   0.0883   04 13 25.345   +10 27 55.15     00.0  04 13 25.347  +10 27 55.62     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0478                      6102   0.0883   04 13 25.347   +10 27 55.62     00.0  04 13 25.347  +10 27 55.62     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0496                      3361   0.0328   04 33 38.038   -13 15 39.65     00.0  04 33 38.038  -13 15 39.65     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0514                      3578   0.0720   04 48 04.386   -20 27 19.82     00.0  04 48 04.386  -20 27 19.82     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0520                      4215   0.2020   04 54 10.303   +02 55 36.48     00.0  04 54 10.303  +02 55 36.48     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0576                      3289   0.0385   07 21 30.394   +55 45 41.95      1.3  07 21 30.253  +55 45 41.49     0     1.42     1.64  0.149     4.38     0.00   81.2      6.95      4.84       81.2 07210+55553G
ABELL_0586                       530   0.1710   07 32 20.339   +31 37 58.59      1.7  07 32 20.448  +31 37 57.64     0     4.77     5.91  0.142     3.23     1.94  113.2      6.29      5.74      113.2 07330+31430G
ABELL_0611                      3194   0.2880   08 00 56.832   +36 03 24.09     00.0  08 00 56.832  +36 03 24.09     0     0.00     0.00  0.147     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0644                      2211   0.0698   08 17 25.225   -07 30 40.03     00.0  08 17 25.225  -07 30 40.03     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
ABELL_0665                      3586   0.1810   08 30 59.226   +65 50 20.06     00.0  08 30 59.226  +65 50 20.06     0     0.00     0.00 -1.000     0.00     0.00    0.0      0.00      0.00        0.0 00000-00000Z
