1E0657_56                           5356          OA      0.2960     -0.4440     -0.5550     -0.0000     -0.0000
1E0657_56                           3184          OA      0.2960     -0.4440     -0.5550     -0.0000     -0.0000
1E0657_56                           5361          OA      0.2960     -0.4440     -0.5550     -0.0000     -0.0000
3C_129                              2219           F      0.0223      2.4996      0.0192     24.4892      0.1881
3C_129                              2218           F      0.0223      2.4996      0.0192     24.4892      0.1881
ABELL_0209                          3579          NF      0.2060      0.0025      0.0003      2.6853      0.2685
ABELL_0209                           522          NF      0.2060      0.0025      0.0003      2.6853      0.2685
ABELL_0262                          7921           F      0.0164      0.0657      0.0023      0.2117      0.0074
ABELL_0262                          2215           F      0.0164      0.0657      0.0023      0.2117      0.0074
ABELL_0267                          3580          NF      0.2300      0.0025      0.0003      3.4439      0.3444
ABELL_0267                          1448          NF      0.2300      0.0025      0.0003      3.4439      0.3444
ABELL_0401                           518          NF      0.0745      0.0025      0.0003      0.2955      0.0295
ABELL_0401                          2309          NF      0.0745      0.0025      0.0003      0.2955      0.0295
ABELL_0426                          3209           F      0.0179     22.8292      0.6849    143.1296      4.2940
ABELL_0426                          4289           F      0.0179     22.8292      0.6849    143.1296      4.2940
ABELL_0478                          1669           F      0.0883      0.0369      0.0015      6.2478      0.2540
ABELL_0478                          6102           F      0.0883      0.0369      0.0015      6.2478      0.2540
ABELL_0539                          5808          NF      0.0288      0.0025      0.0003      0.0413      0.0041
ABELL_0539                          7209          NF      0.0288      0.0025      0.0003      0.0413      0.0041
ABELL_1664                          7901           F      0.1276      0.0364      0.0012     13.5827      0.4478
ABELL_1664                          1648           F      0.1276      0.0364      0.0012     13.5827      0.4478
ABELL_1689                           540          NF      0.1843      0.0025      0.0003      2.0932      0.2093
ABELL_1689                          1663          NF      0.1843      0.0025      0.0003      2.0932      0.2093
ABELL_1689                          5004          NF      0.1843      0.0025      0.0003      2.0932      0.2093
ABELL_1795                           493           F      0.0625      0.9245      0.0277     72.9000      2.1842
ABELL_1795                          5289           F      0.0625      0.9245      0.0277     72.9000      2.1842
ABELL_2029                          4977           F      0.0765      0.5278      0.0182     65.9623      2.2746
ABELL_2029                          6101           F      0.0765      0.5278      0.0182     65.9623      2.2746
ABELL_2029                           891           F      0.0765      0.5278      0.0182     65.9623      2.2746
ABELL_2052                          5807           F      0.0353      5.4993      0.2091    211.8000      8.0533
ABELL_2052                           890           F      0.0353      5.4993      0.2091    211.8000      8.0533
ABELL_2063                          4187           F      0.0351      0.0146      0.0006      0.3614      0.0149
ABELL_2063                          6263           F      0.0351      0.0146      0.0006      0.3614      0.0149
ABELL_2142                          5005          NF      0.0898      0.0025      0.0003      0.4387      0.0439
ABELL_2142                          1228          NF      0.0898      0.0025      0.0003      0.4387      0.0439
ABELL_2142                          1196          NF      0.0898      0.0025      0.0003      0.4387      0.0439
ABELL_2204                          6104          NF      0.1524      0.0025      0.0003      1.3748      0.1375
ABELL_2204                           499          NF      0.1524      0.0025      0.0003      1.3748      0.1375
ABELL_3158                          3201          OA      0.0580     -0.4440     -0.5550     -0.0000     -0.0000
ABELL_3158                          3712          OA      0.0580     -0.4440     -0.5550     -0.0000     -0.0000
ABELL_3376                          3202           F      0.0456      0.2610      0.0087     11.0775      0.3693
ABELL_3376                          3450           F      0.0456      0.2610      0.0087     11.0775      0.3693
ABELL_3667                          5751          OA      0.0556     -0.4440     -0.5550     -0.0000     -0.0000
ABELL_3667                           889          OA      0.0556     -0.4440     -0.5550     -0.0000     -0.0000
ABELL_3667                          5752          OA      0.0556     -0.4440     -0.5550     -0.0000     -0.0000
ABELL_3667                          5753          OA      0.0556     -0.4440     -0.5550     -0.0000     -0.0000
CID_0072                            7321           F      0.0344      0.0164      0.0010      0.3895      0.0237
CID_0072                            2018           F      0.0344      0.0164      0.0010      0.3895      0.0237
CID_0072                            6949           F      0.0344      0.0164      0.0010      0.3895      0.0237
CID_0072                            7322           F      0.0344      0.0164      0.0010      0.3895      0.0237
CL_J1226.9+3332                     5014          NF      0.8900      0.0025      0.0003     87.8025      8.7802
CL_J1226.9+3332                     3180          NF      0.8900      0.0025      0.0003     87.8025      8.7802
CL_J1226.9+3332                      932          NF      0.8900      0.0025      0.0003     87.8025      8.7802
