   -0.7319    0.0458    1.3001    0.1274    0.0000
   -2.3226    0.0000    0.0463    0.1329    0.0000
   -0.5660    0.0469    0.7016    0.3221    0.0000
   -2.0388    0.0669   -0.2772    0.2075    0.0000
   -2.0742    0.0000    0.4411    0.1235    0.0000
   -2.8997    0.0458    0.6211    0.1675    0.0000
   -1.4762    0.0765    0.5993    0.2021    0.0000
   -2.2151    0.0000   -0.0538    0.2228    0.0000
   -1.3462    0.0458    1.0419    0.2116    0.0000
   -0.0978    0.0225    0.9994    0.1628    0.0000
   -0.2208    0.0291    1.3818    0.2933    0.0000
    1.5320    0.0190    2.7896    0.1553    0.0000
   -0.7640    0.0185    0.9859    0.2499    0.0000
    0.2674    0.0411    2.0154    0.2426    0.0000
    1.5074    0.0180    2.2074    0.3821    0.0000
    1.2683    0.0344    3.2504    0.3141    0.0000
    1.9424    0.0177    2.1667    0.3708    0.0000
    1.6953    0.0178    2.4358    0.2793    0.0000
    2.1766    0.0177    1.8274    0.3614    0.0000
    1.7224    0.0178    1.9817    0.2854    0.0000
    0.5529    0.0178    0.8716    0.2513    0.0000
    4.5182    0.0197    3.1232    0.2655    0.0000
   -2.4559    0.1127    0.5866    0.4130    0.0000
    3.0843    0.0406    3.0345    0.1653    0.0000
   -0.5255    0.0183   -0.0088    0.3944    0.0000
    0.6898    0.0177    0.7782    0.2309    0.0000
    1.5428    0.0321    3.1399    0.4633    0.0000
    1.3520    0.0168    2.6149    0.3069    0.0000
    2.0563    0.0188    3.8419    0.3215    0.0000
    1.2486    0.0178    2.1849    0.2130    0.0000
    1.6345    0.0234    3.0734    0.3849    0.0000
    1.0887    0.0188    2.8939    0.3118    0.0000
    1.4560    0.0216    3.7767    0.3971    0.0000
    0.8930    0.0531    3.7643    0.3362    0.0000
