   -0.9355    0.0207    1.3001    0.1274    0.0000
   -1.7033    0.0172    0.0463    0.1329    0.0000
   -1.4607    0.0187    0.2722    0.3154    0.0000
   -0.4591    0.0150    0.7016    0.3221    0.0000
   -1.9404    0.0177   -0.2772    0.2075    0.0000
   -2.4005    0.0132   -0.2755    0.1228    0.0000
   -2.5509    0.0159    0.4411    0.1235    0.0000
   -2.2436    0.0140    0.6211    0.1675    0.0000
   -2.5851    0.0304    0.5993    0.2021    0.0000
   -2.6584    0.0278   -0.0538    0.2228    0.0000
   -0.8646    0.0139    1.0419    0.2116    0.0000
   -0.0656    0.0141    0.9994    0.1628    0.0000
   -0.9829    0.0218    1.3818    0.2933    0.0000
    0.0702    0.0200    2.7896    0.1553    0.0000
   -1.5622    0.0382    0.9859    0.2499    0.0000
   -0.8642    0.1117    2.0154    0.2426    0.0000
    0.8355    0.0259    2.2074    0.3821    0.0000
    0.3525    0.0850    3.2504    0.3141    0.0000
    1.1748    0.0208    2.1667    0.3708    0.0000
    0.8581    0.0169    2.4358    0.2793    0.0000
    1.4363    0.0258    1.8274    0.3614    0.0000
    0.8344    0.0177    1.9817    0.2854    0.0000
   -0.0888    0.0252    0.8716    0.2513    0.0000
    3.9560    0.0248    3.1232    0.2655    0.0000
   -3.2924    0.2452    0.5866    0.4130    0.0000
    2.6503    0.0141    3.0345    0.1653    0.0000
   -0.8404    0.0194   -0.0088    0.3944    0.0000
    0.7378    0.0177    0.7782    0.2309    0.0000
    0.7592    0.0196    3.1399    0.4633    0.0000
   -0.3706    0.0210    2.6149    0.3069    0.0000
    0.3755    0.0465    3.8419    0.3215    0.0000
    1.2251    0.0177    2.1849    0.2130    0.0000
    0.6192    0.0803    3.0734    0.3849    0.0000
    0.1681    0.0259    2.8939    0.3118    0.0000
    0.4178    0.0128    3.7767    0.3971    0.0000
    0.4275    0.0019    3.7643    0.3362    0.0000
