# Model: wabs(mekal) for spectra; Fit Range = 0.7 - 7.0; Count Rates = 0.7 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID  AddTx    Eta  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi T/TBF    lo    hi  N/NBF     lo     hi       z     Cr   Junk  chisq    dof
fake_set                    0000    0.5   0.02  3.00  0.00  0.00  4.75  4.68  4.83  0.28  0.25  0.31   2.92e-03   2.89e-03   2.95e-03  0.95  0.94  0.97  0.973  0.963  0.983  0.1000  0.326      0   1.10    392
fake_set                    0000    0.5   0.04  3.00  0.00  0.00  4.59  4.51  4.66  0.26  0.23  0.29   3.01e-03   2.98e-03   3.04e-03  0.92  0.90  0.93  1.004  0.994  1.014  0.1000  0.332      0   1.53    394
fake_set                    0000    0.5   0.06  3.00  0.00  0.00  4.37  4.30  4.45  0.28  0.26  0.32   2.88e-03   2.85e-03   2.92e-03  0.87  0.86  0.89  0.961  0.949  0.972  0.1000  0.319      0   1.87    392
fake_set                    0000    0.5   0.08  3.00  0.00  0.00  4.40  4.33  4.48  0.25  0.22  0.27   2.96e-03   2.93e-03   2.99e-03  0.88  0.87  0.90  0.986  0.976  0.996  0.1000  0.324      0   2.20    390
fake_set                    0000    0.5   0.12  3.00  0.00  0.00  4.08  4.01  4.14  0.24  0.22  0.26   3.07e-03   3.05e-03   3.11e-03  0.82  0.80  0.83  1.024  1.016  1.036  0.1000  0.333      0   3.52    391
fake_set                    0000    0.5   0.14  3.00  0.00  0.00  4.09  4.02  4.15  0.28  0.24  0.29   3.05e-03   3.02e-03   3.10e-03  0.82  0.80  0.83  1.018  1.007  1.032  0.1000  0.336      0   4.35    393
fake_set                    0000    0.5   0.16  3.00  0.00  0.00  4.00  3.94  4.06  0.28  0.25  0.28   3.11e-03   3.09e-03   3.14e-03  0.80  0.79  0.81  1.036  1.030  1.048  0.1000  0.341      0   4.92    393
fake_set                    0000    0.5   0.18  3.00  0.00  0.00  3.84  3.78  3.89  0.26  0.24  0.27   3.17e-03   3.15e-03   3.20e-03  0.77  0.76  0.78  1.056  1.049  1.066  0.1000  0.344      0   6.40    394
fake_set                    0000    0.5    0.1  3.00  0.00  0.00  4.24  4.17  4.30  0.27  0.24  0.30   2.98e-03   2.94e-03   3.00e-03  0.85  0.83  0.86  0.992  0.981  1.001  0.1000  0.326      0   2.82    392
fake_set                    0000    0.5   0.22  3.00  0.00  0.00  3.63  3.58  3.69  0.24  0.21  0.24   3.01e-03   2.99e-03   3.06e-03  0.73  0.72  0.74  1.005  0.998  1.021  0.1000  0.323      0   7.96    386
fake_set                    0000    0.5   0.24  3.00  0.00  0.00  3.49  3.44  3.57  0.22  0.21  0.26   2.95e-03   2.90e-03   2.97e-03  0.70  0.69  0.71  0.984  0.968  0.991  0.1000  0.314      0   9.77    387
fake_set                    0000    0.5   0.26  3.00  0.00  0.00  3.44  0.00  0.00  0.24  0.00  0.00   2.94e-03   0.00e+00   0.00e+00  0.69  0.00  1.38  0.981  0.000  1.963  0.1000  0.317      0  11.45    385
fake_set                    0000    0.5   0.28  3.00  0.00  0.00  3.32  0.00  0.00  0.23  0.00  0.00   3.04e-03   0.00e+00   0.00e+00  0.66  0.00  1.33  1.013  0.000  2.027  0.1000  0.323      0  11.85    385
fake_set                    0000    0.5    0.2  3.00  0.00  0.00  3.78  3.72  3.83  0.25  0.23  0.26   3.08e-03   3.06e-03   3.11e-03  0.76  0.74  0.77  1.027  1.020  1.037  0.1000  0.333      0   6.87    390
fake_set                    0000    0.5   0.32  3.00  0.00  0.00  3.20  0.00  0.00  0.25  0.00  0.00   2.96e-03   0.00e+00   0.00e+00  0.64  0.00  1.28  0.986  0.000  1.972  0.1000  0.317      0  15.11    380
fake_set                    0000    0.5   0.34  3.00  0.00  0.00  3.13  0.00  0.00  0.26  0.00  0.00   2.98e-03   0.00e+00   0.00e+00  0.63  0.00  1.25  0.994  0.000  1.989  0.1000  0.321      0  16.37    381
fake_set                    0000    0.5   0.36  3.00  0.00  0.00  3.00  0.00  0.00  0.21  0.00  0.00   3.00e-03   0.00e+00   0.00e+00  0.60  0.00  1.20  1.000  0.000  1.999  0.1000  0.314      0  17.81    376
fake_set                    0000    0.5   0.38  3.00  0.00  0.00  2.93  0.00  0.00  0.24  0.00  0.00   2.90e-03   0.00e+00   0.00e+00  0.59  0.00  1.17  0.965  0.000  1.931  0.1000  0.308      0  20.06    376
