# Model: wabs(mekal) for spectra; Fit Range = 2.0 - 7.0; Count Rates = 2.0 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID  AddTx    Eta  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi T/TBF    lo    hi  N/NBF     lo     hi       z     Cr   Junk  chisq    dof
fake_set                    0000    0.5   0.02  3.00  0.00  0.00  5.08  4.70  5.52  0.33  0.26  0.41   2.77e-03   2.64e-03   2.89e-03  1.02  0.94  1.10  0.922  0.881  0.965  0.1000  0.094      0   0.87    194
fake_set                    0000    0.5   0.04  3.00  0.00  0.00  4.48  4.18  4.82  0.32  0.25  0.39   2.93e-03   2.79e-03   3.06e-03  0.90  0.84  0.96  0.975  0.931  1.020  0.1000  0.092      0   0.90    190
fake_set                    0000    0.5   0.06  3.00  0.00  0.00  4.92  4.56  5.34  0.24  0.18  0.31   2.87e-03   2.74e-03   3.00e-03  0.98  0.91  1.07  0.955  0.913  1.001  0.1000  0.093      0   0.98    191
fake_set                    0000    0.5   0.08  3.00  0.00  0.00  4.57  4.25  4.94  0.34  0.26  0.41   2.79e-03   2.67e-03   2.92e-03  0.91  0.85  0.99  0.931  0.889  0.975  0.1000  0.089      0   0.91    183
fake_set                    0000    0.5   0.12  3.00  0.00  0.00  4.83  4.46  5.25  0.34  0.27  0.42   2.65e-03   2.53e-03   2.78e-03  0.97  0.89  1.05  0.883  0.842  0.927  0.1000  0.088      0   1.25    186
fake_set                    0000    0.5   0.14  3.00  0.00  0.00  4.44  4.13  4.79  0.22  0.16  0.29   2.89e-03   2.76e-03   3.04e-03  0.89  0.83  0.96  0.965  0.920  1.014  0.1000  0.088      0   1.05    185
fake_set                    0000    0.5   0.16  3.00  0.00  0.00  4.99  4.62  5.43  0.27  0.20  0.34   2.70e-03   2.58e-03   2.83e-03  1.00  0.92  1.09  0.900  0.860  0.942  0.1000  0.089      0   0.90    190
fake_set                    0000    0.5   0.18  3.00  0.00  0.00  5.33  4.92  5.81  0.31  0.24  0.39   2.57e-03   2.46e-03   2.69e-03  1.07  0.98  1.16  0.858  0.820  0.897  0.1000  0.089      0   0.89    189
fake_set                    0000    0.5    0.1  3.00  0.00  0.00  4.75  4.40  5.15  0.34  0.27  0.42   2.70e-03   2.58e-03   2.84e-03  0.95  0.88  1.03  0.902  0.861  0.945  0.1000  0.089      0   0.94    188
fake_set                    0000    0.5   0.22  3.00  0.00  0.00  4.94  4.55  5.38  0.22  0.15  0.25   2.53e-03   2.41e-03   2.65e-03  0.99  0.91  1.08  0.843  0.804  0.885  0.1000  0.082      0   1.00    182
fake_set                    0000    0.5   0.24  3.00  0.00  0.00  5.05  4.62  5.55  0.29  0.22  0.37   2.31e-03   2.20e-03   2.44e-03  1.01  0.92  1.11  0.770  0.733  0.812  0.1000  0.078      0   1.19    173
fake_set                    0000    0.5   0.26  3.00  0.00  0.00  5.11  4.69  5.61  0.28  0.21  0.36   2.31e-03   2.21e-03   2.44e-03  1.02  0.94  1.12  0.772  0.735  0.812  0.1000  0.078      0   0.97    174
fake_set                    0000    0.5   0.28  3.00  0.00  0.00  4.37  4.03  4.77  0.37  0.29  0.46   2.36e-03   2.24e-03   2.49e-03  0.87  0.81  0.95  0.785  0.745  0.829  0.1000  0.074      0   0.85    162
fake_set                    0000    0.5    0.2  3.00  0.00  0.00  4.75  4.39  5.16  0.27  0.20  0.35   2.65e-03   2.52e-03   2.78e-03  0.95  0.88  1.03  0.882  0.840  0.926  0.1000  0.085      0   0.88    183
fake_set                    0000    0.5   0.32  3.00  0.00  0.00  4.77  4.39  5.22  0.29  0.21  0.37   2.27e-03   2.16e-03   2.39e-03  0.95  0.88  1.04  0.757  0.719  0.797  0.1000  0.074      0   0.90    164
fake_set                    0000    0.5   0.34  3.00  0.00  0.00  4.55  4.19  4.97  0.34  0.25  0.42   2.28e-03   2.16e-03   2.40e-03  0.91  0.84  0.99  0.759  0.721  0.802  0.1000  0.073      0   1.03    164
fake_set                    0000    0.5   0.36  3.00  0.00  0.00  4.85  4.46  5.31  0.33  0.25  0.42   2.15e-03   2.05e-03   2.27e-03  0.97  0.89  1.06  0.718  0.682  0.756  0.1000  0.072      0   0.96    166
